MUNI_DEF,CCAA,PROVINCIA,MUNICIPIO,mun_code
4,Castilla-La Mancha,Albacete,Albacete-02003,2003
58,Castilla-La Mancha,Albacete,Alcalá del Júcar-02007,2007
59,Castilla-La Mancha,Albacete,Alcaraz-02008,2008
60,Castilla-La Mancha,Albacete,Almansa-02009,2009
61,Castilla-La Mancha,Albacete,Alpera-02010,2010
63,Castilla-La Mancha,Albacete,Balazote-02012,2012
66,Castilla-La Mancha,Albacete,Barrax-02015,2015
69,Castilla-La Mancha,Albacete,Bonete-02018,2018
70,Castilla-La Mancha,Albacete,"Bonillo, El-02019",2019
72,Castilla-La Mancha,Albacete,Casas de Juan Núñez-02021,2021
75,Castilla-La Mancha,Albacete,Casas-Ibáñez-02024,2024
76,Castilla-La Mancha,Albacete,Caudete-02025,2025
77,Castilla-La Mancha,Albacete,Cenizate-02026,2026
80,Castilla-La Mancha,Albacete,Chinchilla de Monte-Aragón-02029,2029
81,Castilla-La Mancha,Albacete,Elche de la Sierra-02030,2030
84,Castilla-La Mancha,Albacete,Fuente-Alamo-02033,2033
85,Castilla-La Mancha,Albacete,Fuentealbilla-02034,2034
86,Castilla-La Mancha,Albacete,"Gineta, La-02035",2035
88,Castilla-La Mancha,Albacete,Hellín-02037,2037
90,Castilla-La Mancha,Albacete,Higueruela-02039,2039
93,Castilla-La Mancha,Albacete,Letur-02042,2042
94,Castilla-La Mancha,Albacete,Lezuza-02043,2043
95,Castilla-La Mancha,Albacete,Liétor-02044,2044
96,Castilla-La Mancha,Albacete,Madrigueras-02045,2045
97,Castilla-La Mancha,Albacete,Mahora-02046,2046
99,Castilla-La Mancha,Albacete,Minaya-02048,2048
102,Castilla-La Mancha,Albacete,Montealegre del Castillo-02051,2051
104,Castilla-La Mancha,Albacete,Munera-02053,2053
106,Castilla-La Mancha,Albacete,Nerpio-02055,2055
107,Castilla-La Mancha,Albacete,Ontur-02056,2056
108,Castilla-La Mancha,Albacete,Ossa de Montiel-02057,2057
111,Castilla-La Mancha,Albacete,Peñas de San Pedro-02060,2060
114,Castilla-La Mancha,Albacete,Pozohondo-02063,2063
118,Castilla-La Mancha,Albacete,Riópar-02067,2067
120,Castilla-La Mancha,Albacete,"Roda, La-02069",2069
122,Castilla-La Mancha,Albacete,San Pedro-02071,2071
123,Castilla-La Mancha,Albacete,Socovos-02072,2072
124,Castilla-La Mancha,Albacete,Tarazona de la Mancha-02073,2073
125,Castilla-La Mancha,Albacete,Tobarra-02074,2074
126,Castilla-La Mancha,Albacete,Valdeganga-02075,2075
129,Castilla-La Mancha,Albacete,Villalgordo del Júcar-02078,2078
130,Castilla-La Mancha,Albacete,Villamalea-02079,2079
132,Castilla-La Mancha,Albacete,Villarrobledo-02081,2081
137,Castilla-La Mancha,Albacete,Yeste-02086,2086
138,Castilla-La Mancha,Albacete,Pozo Cañada-02901,2901
140,Comunitat Valenciana,Alicante/Alacant,Agost-03002,3002
143,Comunitat Valenciana,Alicante/Alacant,Albatera-03005,3005
144,Comunitat Valenciana,Alicante/Alacant,Alcalalí-03006,3006
147,Comunitat Valenciana,Alicante/Alacant,Alcoy/Alcoi-03009,3009
149,Comunitat Valenciana,Alicante/Alacant,"Alfàs del Pi, l-03011",3011
150,Comunitat Valenciana,Alicante/Alacant,Algorfa-03012,3012
151,Comunitat Valenciana,Alicante/Alacant,Algueña-03013,3013
152,Comunitat Valenciana,Alicante/Alacant,Alicante/Alacant-03014,3014
153,Comunitat Valenciana,Alicante/Alacant,Almoradí-03015,3015
156,Comunitat Valenciana,Alicante/Alacant,Altea-03018,3018
157,Comunitat Valenciana,Alicante/Alacant,Aspe-03019,3019
159,Comunitat Valenciana,Alicante/Alacant,Banyeres de Mariola-03021,3021
161,Comunitat Valenciana,Alicante/Alacant,Beneixama-03023,3023
162,Comunitat Valenciana,Alicante/Alacant,Benejúzar-03024,3024
163,Comunitat Valenciana,Alicante/Alacant,Benferri-03025,3025
164,Comunitat Valenciana,Alicante/Alacant,Beniarbeig-03026,3026
166,Comunitat Valenciana,Alicante/Alacant,Beniarrés-03028,3028
168,Comunitat Valenciana,Alicante/Alacant,Benidoleig-03030,3030
169,Comunitat Valenciana,Alicante/Alacant,Benidorm-03031,3031
172,Comunitat Valenciana,Alicante/Alacant,Benijófar-03034,3034
179,Comunitat Valenciana,Alicante/Alacant,Benissa-03041,3041
180,Comunitat Valenciana,Alicante/Alacant,"Benitachell/Poble Nou de Benitatxell,
el-03042",3042
181,Comunitat Valenciana,Alicante/Alacant,Biar-03043,3043
182,Comunitat Valenciana,Alicante/Alacant,Bigastro-03044,3044
184,Comunitat Valenciana,Alicante/Alacant,Busot-03046,3046
185,Comunitat Valenciana,Alicante/Alacant,Calp-03047,3047
186,Comunitat Valenciana,Alicante/Alacant,Callosa en Sarrià-03048,3048
187,Comunitat Valenciana,Alicante/Alacant,Callosa de Segura-03049,3049
188,Comunitat Valenciana,Alicante/Alacant,"Campello, el-03050",3050
190,Comunitat Valenciana,Alicante/Alacant,Cañada-03052,3052
191,Comunitat Valenciana,Alicante/Alacant,Castalla-03053,3053
193,Comunitat Valenciana,Alicante/Alacant,Catral-03055,3055
194,Comunitat Valenciana,Alicante/Alacant,Cocentaina-03056,3056
196,Comunitat Valenciana,Alicante/Alacant,Cox-03058,3058
197,Comunitat Valenciana,Alicante/Alacant,Crevillent-03059,3059
199,Comunitat Valenciana,Alicante/Alacant,Daya Nueva-03061,3061
201,Comunitat Valenciana,Alicante/Alacant,Dénia-03063,3063
202,Comunitat Valenciana,Alicante/Alacant,Dolores-03064,3064
203,Comunitat Valenciana,Alicante/Alacant,Elche/Elx-03065,3065
204,Comunitat Valenciana,Alicante/Alacant,Elda-03066,3066
207,Comunitat Valenciana,Alicante/Alacant,Finestrat-03069,3069
208,Comunitat Valenciana,Alicante/Alacant,Formentera del Segura-03070,3070
209,Comunitat Valenciana,Alicante/Alacant,Gata de Gorgos-03071,3071
212,Comunitat Valenciana,Alicante/Alacant,Granja de Rocamora-03074,3074
214,Comunitat Valenciana,Alicante/Alacant,Guardamar del Segura-03076,3076
215,Comunitat Valenciana,Alicante/Alacant,"Fondó de les Neus, el/Hondón de las
Nieves-03077",3077
216,Comunitat Valenciana,Alicante/Alacant,Hondón de los Frailes-03078,3078
217,Comunitat Valenciana,Alicante/Alacant,Ibi-03079,3079
218,Comunitat Valenciana,Alicante/Alacant,Jacarilla-03080,3080
219,Comunitat Valenciana,Alicante/Alacant,Xaló-03081,3081
220,Comunitat Valenciana,Alicante/Alacant,Jávea/Xàbia-03082,3082
221,Comunitat Valenciana,Alicante/Alacant,Jijona/Xixona-03083,3083
223,Comunitat Valenciana,Alicante/Alacant,Llíber-03085,3085
225,Comunitat Valenciana,Alicante/Alacant,Monforte del Cid-03088,3088
226,Comunitat Valenciana,Alicante/Alacant,Monóvar/Monòver-03089,3089
227,Comunitat Valenciana,Alicante/Alacant,Mutxamel-03090,3090
229,Comunitat Valenciana,Alicante/Alacant,Muro de Alcoy-03092,3092
230,Comunitat Valenciana,Alicante/Alacant,Novelda-03093,3093
231,Comunitat Valenciana,Alicante/Alacant,"Nucia, la-03094",3094
232,Comunitat Valenciana,Alicante/Alacant,Ondara-03095,3095
233,Comunitat Valenciana,Alicante/Alacant,Onil-03096,3096
234,Comunitat Valenciana,Alicante/Alacant,Orba-03097,3097
236,Comunitat Valenciana,Alicante/Alacant,Orihuela-03099,3099
237,Comunitat Valenciana,Alicante/Alacant,Parcent-03100,3100
238,Comunitat Valenciana,Alicante/Alacant,Pedreguer-03101,3101
239,Comunitat Valenciana,Alicante/Alacant,Pego-03102,3102
241,Comunitat Valenciana,Alicante/Alacant,Petrer-03104,3104
242,Comunitat Valenciana,Alicante/Alacant,"Pinós, el/Pinoso-03105",3105
244,Comunitat Valenciana,Alicante/Alacant,Polop-03107,3107
245,Comunitat Valenciana,Alicante/Alacant,Rafal-03109,3109
247,Comunitat Valenciana,Alicante/Alacant,Redován-03111,3111
248,Comunitat Valenciana,Alicante/Alacant,Relleu-03112,3112
249,Comunitat Valenciana,Alicante/Alacant,Rojales-03113,3113
250,Comunitat Valenciana,Alicante/Alacant,"Romana, la-03114",3114
252,Comunitat Valenciana,Alicante/Alacant,Salinas-03116,3116
254,Comunitat Valenciana,Alicante/Alacant,San Fulgencio-03118,3118
255,Comunitat Valenciana,Alicante/Alacant,Sant Joan Alacant-03119,3119
256,Comunitat Valenciana,Alicante/Alacant,San Miguel de Salinas-03120,3120
257,Comunitat Valenciana,Alicante/Alacant,Santa Pola-03121,3121
258,Comunitat Valenciana,Alicante/Alacant,"San Vicente del Raspeig/Sant Vicent
del Raspeig-03122",3122
259,Comunitat Valenciana,Alicante/Alacant,Sax-03123,3123
263,Comunitat Valenciana,Alicante/Alacant,Teulada-03128,3128
264,Comunitat Valenciana,Alicante/Alacant,Tibi-03129,3129
268,Comunitat Valenciana,Alicante/Alacant,Torrevieja-03133,3133
273,Comunitat Valenciana,Alicante/Alacant,"Verger, el-03138",3138
274,Comunitat Valenciana,Alicante/Alacant,"Villajoyosa/Vila Joiosa, la-03139",3139
275,Comunitat Valenciana,Alicante/Alacant,Villena-03140,3140
276,Comunitat Valenciana,Alicante/Alacant,"Poblets, els-03901",3901
277,Comunitat Valenciana,Alicante/Alacant,Pilar de la Horadada-03902,3902
278,Comunitat Valenciana,Alicante/Alacant,"Montesinos, Los-03903",3903
279,Comunitat Valenciana,Alicante/Alacant,San Isidro-03904,3904
280,Andalucía,Almería,Abla-04001,4001
281,Andalucía,Almería,Abrucena-04002,4002
282,Andalucía,Almería,Adra-04003,4003
285,Andalucía,Almería,Albox-04006,4006
290,Andalucía,Almería,Alhama de Almería-04011,4011
292,Andalucía,Almería,Almería-04013,4013
295,Andalucía,Almería,Antas-04016,4016
296,Andalucía,Almería,Arboleas-04017,4017
303,Andalucía,Almería,Benahadux-04024,4024
307,Andalucía,Almería,Berja-04029,4029
308,Andalucía,Almería,Canjáyar-04030,4030
309,Andalucía,Almería,Cantoria-04031,4031
310,Andalucía,Almería,Carboneras-04032,4032
313,Andalucía,Almería,Cuevas del Almanzora-04035,4035
315,Andalucía,Almería,Chirivel-04037,4037
316,Andalucía,Almería,Dalías-04038,4038
319,Andalucía,Almería,Fines-04044,4044
320,Andalucía,Almería,Fiñana-04045,4045
322,Andalucía,Almería,Gádor-04047,4047
323,Andalucía,Almería,"Gallardos, Los-04048",4048
324,Andalucía,Almería,Garrucha-04049,4049
325,Andalucía,Almería,Gérgal-04050,4050
327,Andalucía,Almería,Huércal de Almería-04052,4052
328,Andalucía,Almería,Huércal-Overa-04053,4053
332,Andalucía,Almería,Láujar de Andarax-04057,4057
334,Andalucía,Almería,Lubrín-04059,4059
337,Andalucía,Almería,Macael-04062,4062
338,Andalucía,Almería,María-04063,4063
339,Andalucía,Almería,Mojácar-04064,4064
341,Andalucía,Almería,Níjar-04066,4066
344,Andalucía,Almería,Olula del Río-04069,4069
345,Andalucía,Almería,Oria-04070,4070
349,Andalucía,Almería,Pechina-04074,4074
350,Andalucía,Almería,Pulpí-04075,4075
351,Andalucía,Almería,Purchena-04076,4076
353,Andalucía,Almería,Rioja-04078,4078
354,Andalucía,Almería,Roquetas de Mar-04079,4079
358,Andalucía,Almería,Serón-04083,4083
361,Andalucía,Almería,Sorbas-04086,4086
363,Andalucía,Almería,Tabernas-04088,4088
364,Andalucía,Almería,Taberno-04089,4089
367,Andalucía,Almería,Tíjola-04092,4092
368,Andalucía,Almería,Turre-04093,4093
373,Andalucía,Almería,Vélez-Blanco-04098,4098
374,Andalucía,Almería,Vélez-Rubio-04099,4099
375,Andalucía,Almería,Vera-04100,4100
376,Andalucía,Almería,Viator-04101,4101
377,Andalucía,Almería,Vícar-04102,4102
378,Andalucía,Almería,Zurgena-04103,4103
380,Andalucía,Almería,"Ejido, El-04902",4902
381,Andalucía,Almería,"Mojonera, La-04903",4903
383,Castilla y León,Avila,"Adrada, La-05002",5002
389,Castilla y León,Avila,"Arenal,El-05013",5013
390,Castilla y León,Avila,Arenas de San Pedro-05014,5014
392,Castilla y León,Avila,Arévalo-05016,5016
395,Castilla y León,Avila,Avila-05019,5019
396,Castilla y León,Avila,"Barco de Avila, El-05021",5021
397,Castilla y León,Avila,"Barraco, El-05022",5022
413,Castilla y León,Avila,Burgohondo-05041,5041
419,Castilla y León,Avila,Candeleda-05047,5047
425,Castilla y León,Avila,Casavieja-05054,5054
428,Castilla y León,Avila,Cebreros-05057,5057
469,Castilla y León,Avila,"Hoyo de Pinares, El-05102",5102
480,Castilla y León,Avila,Madrigal de las Altas Torres-05114,5114
498,Castilla y León,Avila,Mombeltrán-05132,5132
526,Castilla y León,Avila,Navaluenga-05163,5163
531,Castilla y León,Avila,"Navas del Marqués, Las-05168",5168
549,Castilla y León,Avila,Piedrahíta-05186,5186
550,Castilla y León,Avila,Piedralaves-05187,5187
600,Castilla y León,Avila,Sotillo de la Adrada-05240,5240
601,Castilla y León,Avila,"Tiemblo, El-05241",5241
631,Extremadura,Badajoz,Aceuchal-06002,6002
633,Extremadura,Badajoz,Alange-06004,6004
634,Extremadura,Badajoz,"Albuera, La-06005",6005
635,Extremadura,Badajoz,Alburquerque-06006,6006
636,Extremadura,Badajoz,Alconchel-06007,6007
639,Extremadura,Badajoz,Almendral-06010,6010
640,Extremadura,Badajoz,Almendralejo-06011,6011
641,Extremadura,Badajoz,Arroyo de San Serván-06012,6012
643,Extremadura,Badajoz,Azuaga-06014,6014
644,Extremadura,Badajoz,Badajoz-06015,6015
645,Extremadura,Badajoz,Barcarrota-06016,6016
648,Extremadura,Badajoz,Berlanga-06019,6019
649,Extremadura,Badajoz,Bienvenida-06020,6020
650,Extremadura,Badajoz,Bodonal de la Sierra-06021,6021
651,Extremadura,Badajoz,Burguillos del Cerro-06022,6022
652,Extremadura,Badajoz,Cabeza del Buey-06023,6023
653,Extremadura,Badajoz,Cabeza la Vaca-06024,6024
654,Extremadura,Badajoz,Calamonte-06025,6025
655,Extremadura,Badajoz,Calera de León-06026,6026
657,Extremadura,Badajoz,Campanario-06028,6028
658,Extremadura,Badajoz,Campillo de Llerena-06029,6029
662,Extremadura,Badajoz,Casas de Don Pedro-06033,6033
664,Extremadura,Badajoz,Castilblanco-06035,6035
665,Extremadura,Badajoz,Castuera-06036,6036
666,Extremadura,Badajoz,"Codosera, La-06037",6037
668,Extremadura,Badajoz,"Coronada, La-06039",6039
669,Extremadura,Badajoz,Corte de Peleas-06040,6040
671,Extremadura,Badajoz,Cheles-06042,6042
673,Extremadura,Badajoz,Don Benito-06044,6044
675,Extremadura,Badajoz,Esparragalejo-06046,6046
676,Extremadura,Badajoz,Esparragosa de la Serena-06047,6047
678,Extremadura,Badajoz,Feria-06049,6049
679,Extremadura,Badajoz,Fregenal de la Sierra-06050,6050
680,Extremadura,Badajoz,Fuenlabrada de los Montes-06051,6051
681,Extremadura,Badajoz,Fuente de Cantos-06052,6052
683,Extremadura,Badajoz,Fuente del Maestre-06054,6054
684,Extremadura,Badajoz,Fuentes de León-06055,6055
687,Extremadura,Badajoz,"Garrovilla, La-06058",6058
688,Extremadura,Badajoz,Granja de Torrehermosa-06059,6059
689,Extremadura,Badajoz,Guareña-06060,6060
690,Extremadura,Badajoz,"Haba, La-06061",6061
692,Extremadura,Badajoz,Herrera del Duque-06063,6063
693,Extremadura,Badajoz,Higuera de la Serena-06064,6064
695,Extremadura,Badajoz,Higuera de Vargas-06066,6066
696,Extremadura,Badajoz,Higuera la Real-06067,6067
698,Extremadura,Badajoz,Hornachos-06069,6069
699,Extremadura,Badajoz,Jerez de los Caballeros-06070,6070
701,Extremadura,Badajoz,Lobón-06072,6072
703,Extremadura,Badajoz,Llerena-06074,6074
705,Extremadura,Badajoz,Maguilla-06076,6076
709,Extremadura,Badajoz,Medellín-06080,6080
710,Extremadura,Badajoz,Medina de las Torres-06081,6081
712,Extremadura,Badajoz,Mérida-06083,6083
713,Extremadura,Badajoz,Mirandilla-06084,6084
714,Extremadura,Badajoz,Monesterio-06085,6085
715,Extremadura,Badajoz,Montemolín-06086,6086
716,Extremadura,Badajoz,Monterrubio de la Serena-06087,6087
717,Extremadura,Badajoz,Montijo-06088,6088
719,Extremadura,Badajoz,"Nava de Santiago,La-06090",6090
720,Extremadura,Badajoz,Navalvillar de Pela-06091,6091
722,Extremadura,Badajoz,Oliva de la Frontera-06093,6093
723,Extremadura,Badajoz,Oliva de Mérida-06094,6094
724,Extremadura,Badajoz,Olivenza-06095,6095
726,Extremadura,Badajoz,Orellana la Vieja-06097,6097
728,Extremadura,Badajoz,"Parra, La-06099",6099
729,Extremadura,Badajoz,Peñalsordo-06100,6100
731,Extremadura,Badajoz,Puebla de Alcocer-06102,6102
732,Extremadura,Badajoz,Puebla de la Calzada-06103,6103
736,Extremadura,Badajoz,Puebla de Obando-06107,6107
737,Extremadura,Badajoz,Puebla de Sancho Pérez-06108,6108
738,Extremadura,Badajoz,Quintana de la Serena-06109,6109
742,Extremadura,Badajoz,Ribera del Fresno-06113,6113
744,Extremadura,Badajoz,"Roca de la Sierra, La-06115",6115
745,Extremadura,Badajoz,Salvaleón-06116,6116
746,Extremadura,Badajoz,Salvatierra de los Barros-06117,6117
749,Extremadura,Badajoz,Santa Amalia-06120,6120
750,Extremadura,Badajoz,Santa Marta-06121,6121
751,Extremadura,Badajoz,"Santos de Maimona, Los-06122",6122
752,Extremadura,Badajoz,San Vicente de Alcántara-06123,6123
753,Extremadura,Badajoz,Segura de León-06124,6124
754,Extremadura,Badajoz,Siruela-06125,6125
755,Extremadura,Badajoz,Solana de los Barros-06126,6126
756,Extremadura,Badajoz,Talarrubias-06127,6127
757,Extremadura,Badajoz,Talavera la Real-06128,6128
760,Extremadura,Badajoz,Torre de Miguel Sesmero-06131,6131
761,Extremadura,Badajoz,Torremayor-06132,6132
762,Extremadura,Badajoz,Torremejía-06133,6133
764,Extremadura,Badajoz,Trujillanos-06135,6135
765,Extremadura,Badajoz,Usagre-06136,6136
766,Extremadura,Badajoz,Valdecaballeros-06137,6137
767,Extremadura,Badajoz,Valdetorres-06138,6138
770,Extremadura,Badajoz,Valencia del Ventoso-06141,6141
772,Extremadura,Badajoz,Valverde de Leganés-06143,6143
774,Extremadura,Badajoz,Valverde de Mérida-06145,6145
775,Extremadura,Badajoz,Valle de la Serena-06146,6146
777,Extremadura,Badajoz,Valle de Santa Ana-06148,6148
778,Extremadura,Badajoz,Villafranca de los Barros-06149,6149
780,Extremadura,Badajoz,Villagonzalo-06151,6151
781,Extremadura,Badajoz,Villalba de los Barros-06152,6152
782,Extremadura,Badajoz,Villanueva de la Serena-06153,6153
783,Extremadura,Badajoz,Villanueva del Fresno-06154,6154
784,Extremadura,Badajoz,Villar del Rey-06155,6155
785,Extremadura,Badajoz,Villar de Rena-06156,6156
787,Extremadura,Badajoz,Zafra-06158,6158
788,Extremadura,Badajoz,Zahínos-06159,6159
789,Extremadura,Badajoz,Zalamea de la Serena-06160,6160
791,Extremadura,Badajoz,"Zarza, La-06162",6162
792,Extremadura,Badajoz,Valdelacalzada-06901,6901
793,Extremadura,Badajoz,Pueblonuevo del Guadiana-06902,6902
794,Extremadura,Badajoz,Guadiana del Caudillo-06903,6903
795,"Balears, Illes","Balears, Illes",Alaró-07001,7001
796,"Balears, Illes","Balears, Illes",Alaior-07002,7002
797,"Balears, Illes","Balears, Illes",Alcúdia-07003,7003
798,"Balears, Illes","Balears, Illes",Algaida-07004,7004
799,"Balears, Illes","Balears, Illes",Andratx-07005,7005
800,"Balears, Illes","Balears, Illes",Artà-07006,7006
802,"Balears, Illes","Balears, Illes",Binissalem-07008,7008
803,"Balears, Illes","Balears, Illes",Búger-07009,7009
804,"Balears, Illes","Balears, Illes",Bunyola-07010,7010
805,"Balears, Illes","Balears, Illes",Calvià-07011,7011
806,"Balears, Illes","Balears, Illes",Campanet-07012,7012
807,"Balears, Illes","Balears, Illes",Campos-07013,7013
808,"Balears, Illes","Balears, Illes",Capdepera-07014,7014
809,"Balears, Illes","Balears, Illes",Ciutadella de Menorca-07015,7015
810,"Balears, Illes","Balears, Illes",Consell-07016,7016
811,"Balears, Illes","Balears, Illes",Costitx-07017,7017
814,"Balears, Illes","Balears, Illes",Esporles-07020,7020
816,"Balears, Illes","Balears, Illes",Felanitx-07022,7022
817,"Balears, Illes","Balears, Illes",Ferreries-07023,7023
818,"Balears, Illes","Balears, Illes",Formentera-07024,7024
820,"Balears, Illes","Balears, Illes",Eivissa-07026,7026
821,"Balears, Illes","Balears, Illes",Inca-07027,7027
822,"Balears, Illes","Balears, Illes",Lloret de Vistalegre-07028,7028
823,"Balears, Illes","Balears, Illes",Lloseta-07029,7029
824,"Balears, Illes","Balears, Illes",Llubí-07030,7030
825,"Balears, Illes","Balears, Illes",Llucmajor-07031,7031
826,"Balears, Illes","Balears, Illes",Maó-Mahón-07032,7032
827,"Balears, Illes","Balears, Illes",Manacor-07033,7033
828,"Balears, Illes","Balears, Illes",Mancor de la Vall-07034,7034
829,"Balears, Illes","Balears, Illes",Maria de la Salut-07035,7035
830,"Balears, Illes","Balears, Illes",Marratxí-07036,7036
831,"Balears, Illes","Balears, Illes","Mercadal, Es-07037",7037
832,"Balears, Illes","Balears, Illes",Montuïri-07038,7038
833,"Balears, Illes","Balears, Illes",Muro-07039,7039
834,"Balears, Illes","Balears, Illes",Palma de Mallorca-07040,7040
835,"Balears, Illes","Balears, Illes",Petra-07041,7041
836,"Balears, Illes","Balears, Illes",Pollença-07042,7042
837,"Balears, Illes","Balears, Illes",Porreres-07043,7043
838,"Balears, Illes","Balears, Illes","Pobla, Sa-07044",7044
839,"Balears, Illes","Balears, Illes",Puigpunyent-07045,7045
840,"Balears, Illes","Balears, Illes",Sant Antoni de Portmany-07046,7046
841,"Balears, Illes","Balears, Illes",Sencelles-07047,7047
842,"Balears, Illes","Balears, Illes",Sant Josep de sa Talaia-07048,7048
843,"Balears, Illes","Balears, Illes",Sant Joan-07049,7049
844,"Balears, Illes","Balears, Illes",Sant Joan de Labritja-07050,7050
845,"Balears, Illes","Balears, Illes",Sant Llorenç des Cardassar-07051,7051
846,"Balears, Illes","Balears, Illes",Sant Lluís-07052,7052
847,"Balears, Illes","Balears, Illes",Santa Eugènia-07053,7053
848,"Balears, Illes","Balears, Illes",Santa Eulalia del Río-07054,7054
849,"Balears, Illes","Balears, Illes",Santa Margalida-07055,7055
850,"Balears, Illes","Balears, Illes",Santa María del Camí-07056,7056
851,"Balears, Illes","Balears, Illes",Santanyí-07057,7057
852,"Balears, Illes","Balears, Illes",Selva-07058,7058
853,"Balears, Illes","Balears, Illes","Salines, Ses-07059",7059
854,"Balears, Illes","Balears, Illes",Sineu-07060,7060
855,"Balears, Illes","Balears, Illes",Sóller-07061,7061
856,"Balears, Illes","Balears, Illes",Son Servera-07062,7062
857,"Balears, Illes","Balears, Illes",Valldemossa-07063,7063
858,"Balears, Illes","Balears, Illes","Castell, Es-07064",7064
859,"Balears, Illes","Balears, Illes",Vilafranca de Bonany-07065,7065
861,"Balears, Illes","Balears, Illes","Migjorn Gran, Es-07902",7902
862,Cataluña,Barcelona,Abrera-08001,8001
864,Cataluña,Barcelona,Alella-08003,8003
866,Cataluña,Barcelona,"Ametlla del Vallès, L-08005",8005
867,Cataluña,Barcelona,Arenys de Mar-08006,8006
868,Cataluña,Barcelona,Arenys de Munt-08007,8007
870,Cataluña,Barcelona,Argentona-08009,8009
871,Cataluña,Barcelona,Artés-08010,8010
872,Cataluña,Barcelona,Avià-08011,8011
873,Cataluña,Barcelona,Avinyó-08012,8012
874,Cataluña,Barcelona,Avinyonet del Penedès-08013,8013
875,Cataluña,Barcelona,Aiguafreda-08014,8014
876,Cataluña,Barcelona,Badalona-08015,8015
877,Cataluña,Barcelona,Bagà-08016,8016
878,Cataluña,Barcelona,Balenyà-08017,8017
879,Cataluña,Barcelona,Balsareny-08018,8018
880,Cataluña,Barcelona,Barcelona-08019,8019
881,Cataluña,Barcelona,Begues-08020,8020
883,Cataluña,Barcelona,Berga-08022,8022
884,Cataluña,Barcelona,Bigues i Riells-08023,8023
886,Cataluña,Barcelona,"Bruc, El-08025",8025
889,Cataluña,Barcelona,Cabrera Anoia-08028,8028
890,Cataluña,Barcelona,Cabrera de Mar-08029,8029
891,Cataluña,Barcelona,Cabrils-08030,8030
892,Cataluña,Barcelona,Calaf-08031,8031
893,Cataluña,Barcelona,Caldes Estrac-08032,8032
894,Cataluña,Barcelona,Caldes de Montbui-08033,8033
896,Cataluña,Barcelona,Calella-08035,8035
898,Cataluña,Barcelona,Calldetenes-08037,8037
899,Cataluña,Barcelona,Callús-08038,8038
901,Cataluña,Barcelona,Canet de Mar-08040,8040
902,Cataluña,Barcelona,Canovelles-08041,8041
903,Cataluña,Barcelona,Cànoves i Samalús-08042,8042
904,Cataluña,Barcelona,Canyelles-08043,8043
905,Cataluña,Barcelona,Capellades-08044,8044
907,Cataluña,Barcelona,Cardedeu-08046,8046
908,Cataluña,Barcelona,Cardona-08047,8047
910,Cataluña,Barcelona,Casserres-08049,8049
912,Cataluña,Barcelona,Castellar del Vallès-08051,8051
914,Cataluña,Barcelona,Castellbell i el Vilar-08053,8053
915,Cataluña,Barcelona,Castellbisbal-08054,8054
917,Cataluña,Barcelona,Castelldefels-08056,8056
919,Cataluña,Barcelona,Castellet i la Gornal-08058,8058
922,Cataluña,Barcelona,Castellgalí-08061,8061
923,Cataluña,Barcelona,Castellnou de Bages-08062,8062
925,Cataluña,Barcelona,Castellterçol-08064,8064
926,Cataluña,Barcelona,Castellví de la Marca-08065,8065
927,Cataluña,Barcelona,Castellví de Rosanes-08066,8066
928,Cataluña,Barcelona,Centelles-08067,8067
929,Cataluña,Barcelona,Cervelló-08068,8068
930,Cataluña,Barcelona,Collbató-08069,8069
933,Cataluña,Barcelona,Corbera de Llobregat-08072,8072
934,Cataluña,Barcelona,Cornellà de Llobregat-08073,8073
935,Cataluña,Barcelona,Cubelles-08074,8074
936,Cataluña,Barcelona,Dosrius-08075,8075
937,Cataluña,Barcelona,Esparreguera-08076,8076
938,Cataluña,Barcelona,Esplugues de Llobregat-08077,8077
943,Cataluña,Barcelona,Fogars de la Selva-08082,8082
944,Cataluña,Barcelona,Folgueroles-08083,8083
945,Cataluña,Barcelona,Fonollosa-08084,8084
946,Cataluña,Barcelona,Font-rubí-08085,8085
947,Cataluña,Barcelona,"Franqueses del Vallès, Les-08086",8086
949,Cataluña,Barcelona,"Garriga, La-08088",8088
950,Cataluña,Barcelona,Gavà-08089,8089
952,Cataluña,Barcelona,Gelida-08091,8091
953,Cataluña,Barcelona,Gironella-08092,8092
955,Cataluña,Barcelona,"Granada, La-08094",8094
957,Cataluña,Barcelona,Granollers-08096,8096
958,Cataluña,Barcelona,Gualba-08097,8097
959,Cataluña,Barcelona,Sant Salvador de Guardiola-08098,8098
961,Cataluña,Barcelona,Gurb-08100,8100
962,Cataluña,Barcelona,"Hospitalet de Llobregat, L-08101",8101
963,Cataluña,Barcelona,Igualada-08102,8102
966,Cataluña,Barcelona,"Llagosta, La-08105",8105
967,Cataluña,Barcelona,Llinars del Vallès-08106,8106
968,Cataluña,Barcelona,Lliçà Amunt-08107,8107
969,Cataluña,Barcelona,Lliçà de Vall-08108,8108
971,Cataluña,Barcelona,Malgrat de Mar-08110,8110
973,Cataluña,Barcelona,Manlleu-08112,8112
974,Cataluña,Barcelona,Manresa-08113,8113
975,Cataluña,Barcelona,Martorell-08114,8114
976,Cataluña,Barcelona,Martorelles-08115,8115
978,Cataluña,Barcelona,"Masies de Voltregà, Les-08117",8117
979,Cataluña,Barcelona,"Masnou, El-08118",8118
980,Cataluña,Barcelona,Masquefa-08119,8119
981,Cataluña,Barcelona,Matadepera-08120,8120
