MUNI_DEF,CCAA,PROVINCIA,MUNICIPIO
3221,Andalucía,Huelva,Almonaster la Real-21004
3222,Andalucía,Huelva,Almonte-21005
3223,Andalucía,Huelva,Alosno-21006
3224,Andalucía,Huelva,Aracena-21007
3225,Andalucía,Huelva,Aroche-21008
3227,Andalucía,Huelva,Ayamonte-21010
3228,Andalucía,Huelva,Beas-21011
3230,Andalucía,Huelva,Bollullos Par del Condado-21013
3231,Andalucía,Huelva,Bonares-21014
3233,Andalucía,Huelva,Cala-21016
3234,Andalucía,Huelva,Calañas-21017
3235,Andalucía,Huelva,"Campillo, El-21018"
3238,Andalucía,Huelva,Cartaya-21021
3240,Andalucía,Huelva,"Cerro de Andévalo, El-21023"
3242,Andalucía,Huelva,Cortegana-21025
3246,Andalucía,Huelva,Cumbres Mayores-21029
3247,Andalucía,Huelva,Chucena-21030
3248,Andalucía,Huelva,Encinasola-21031
3249,Andalucía,Huelva,Escacena del Campo-21032
3251,Andalucía,Huelva,Galaroza-21034
3252,Andalucía,Huelva,Gibraleón-21035
3255,Andalucía,Huelva,Higuera de la Sierra-21038
3257,Andalucía,Huelva,Hinojos-21040
3258,Andalucía,Huelva,Huelva-21041
3259,Andalucía,Huelva,Isla Cristina-21042
3260,Andalucía,Huelva,Jabugo-21043
3261,Andalucía,Huelva,Lepe-21044
3263,Andalucía,Huelva,Lucena del Puerto-21046
3264,Andalucía,Huelva,Manzanilla-21047
3266,Andalucía,Huelva,Minas de Riotinto-21049
3267,Andalucía,Huelva,Moguer-21050
3269,Andalucía,Huelva,Nerva-21052
3270,Andalucía,Huelva,Niebla-21053
3271,Andalucía,Huelva,"Palma del Condado, La-21054"
3272,Andalucía,Huelva,Palos de la Frontera-21055
3273,Andalucía,Huelva,Paterna del Campo-21056
3274,Andalucía,Huelva,Paymogo-21057
3275,Andalucía,Huelva,Puebla de Guzmán-21058
3277,Andalucía,Huelva,Punta Umbría-21060
3278,Andalucía,Huelva,Rociana del Condado-21061
3279,Andalucía,Huelva,Rosal de la Frontera-21062
3280,Andalucía,Huelva,San Bartolomé de la Torre-21063
3281,Andalucía,Huelva,San Juan del Puerto-21064
3285,Andalucía,Huelva,Santa Bárbara de Casa-21068
3286,Andalucía,Huelva,Santa Olalla del Cala-21069
3287,Andalucía,Huelva,Trigueros-21070
3289,Andalucía,Huelva,Valverde del Camino-21072
3290,Andalucía,Huelva,Villablanca-21073
3291,Andalucía,Huelva,Villalba del Alcor-21074
3293,Andalucía,Huelva,Villanueva de los Castillejos-21076
3294,Andalucía,Huelva,Villarrasa-21077
3295,Andalucía,Huelva,Zalamea la Real-21078
3302,Aragón,Huesca,Albalate de Cinca-22007
3311,Aragón,Huesca,Alcolea de Cinca-22017
3315,Aragón,Huesca,Almudévar-22021
3319,Aragón,Huesca,Altorricón-22025
3327,Aragón,Huesca,Ayerbe-22039
3336,Aragón,Huesca,Barbastro-22048
3340,Aragón,Huesca,Belver de Cinca-22052
3341,Aragón,Huesca,Benabarre-22053
3342,Aragón,Huesca,Benasque-22054
3346,Aragón,Huesca,Biescas-22059
3347,Aragón,Huesca,Binaced-22060
3348,Aragón,Huesca,Binéfar-22061
3352,Aragón,Huesca,Boltaña-22066
3386,Aragón,Huesca,Fraga-22112
3390,Aragón,Huesca,Grañén-22116
3391,Aragón,Huesca,Graus-22117
3392,Aragón,Huesca,Gurrea de Gállego-22119
3395,Aragón,Huesca,Huesca-22125
3400,Aragón,Huesca,Jaca-22130
3404,Aragón,Huesca,Lalueza-22136
3405,Aragón,Huesca,Lanaja-22137
3417,Aragón,Huesca,Monzón-22158
3444,Aragón,Huesca,Sabiñánigo-22199
3449,Aragón,Huesca,Sallent de Gállego-22204
3456,Aragón,Huesca,Sariñena-22213
3465,Aragón,Huesca,Tamarite de Litera-22225
3466,Aragón,Huesca,Tardienta-22226
3473,Aragón,Huesca,Torrente de Cinca-22234
3489,Aragón,Huesca,Zaidín-22254
3493,Aragón,Huesca,"Sotonera,La-22904"
3496,Aragón,Huesca,Aínsa-Sobrarbe-22907
3499,Andalucía,Jaén,Albanchez de Mágina-23001
3500,Andalucía,Jaén,Alcalá la Real-23002
3501,Andalucía,Jaén,Alcaudete-23003
3503,Andalucía,Jaén,Andújar-23005
3504,Andalucía,Jaén,Arjona-23006
3505,Andalucía,Jaén,Arjonilla-23007
3506,Andalucía,Jaén,Arquillos-23008
3507,Andalucía,Jaén,Baeza-23009
3508,Andalucía,Jaén,Bailén-23010
3509,Andalucía,Jaén,Baños de la Encina-23011
3510,Andalucía,Jaén,Beas de Segura-23012
3511,Andalucía,Jaén,Begíjar-23014
3512,Andalucía,Jaén,Bélmez de la Moraleda-23015
3514,Andalucía,Jaén,Cabra del Santo Cristo-23017
3515,Andalucía,Jaén,Cambil-23018
3516,Andalucía,Jaén,Campillo de Arenas-23019
3517,Andalucía,Jaén,Canena-23020
3519,Andalucía,Jaén,"Carolina, La-23024"
3520,Andalucía,Jaén,Castellar-23025
3521,Andalucía,Jaén,Castillo de Locubín-23026
3523,Andalucía,Jaén,Cazorla-23028
3524,Andalucía,Jaén,Chiclana de Segura-23029
3525,Andalucía,Jaén,Chilluévar-23030
3528,Andalucía,Jaén,Frailes-23033
3529,Andalucía,Jaén,Fuensanta de Martos-23034
3530,Andalucía,Jaén,Fuerte del Rey-23035
3532,Andalucía,Jaén,"Guardia de Jaén, La-23038"
3533,Andalucía,Jaén,Guarromán-23039
3534,Andalucía,Jaén,Lahiguera-23040
3538,Andalucía,Jaén,Huelma-23044
3539,Andalucía,Jaén,Huesa-23045
3540,Andalucía,Jaén,Ibros-23046
3541,Andalucía,Jaén,"Iruela, La-23047"
3542,Andalucía,Jaén,Iznatoraf-23048
3543,Andalucía,Jaén,Jabalquinto-23049
3544,Andalucía,Jaén,Jaén-23050
3545,Andalucía,Jaén,Jamilena-23051
3546,Andalucía,Jaén,Jimena-23052
3547,Andalucía,Jaén,Jódar-23053
3549,Andalucía,Jaén,Linares-23055
3550,Andalucía,Jaén,Lopera-23056
3552,Andalucía,Jaén,Mancha Real-23058
3553,Andalucía,Jaén,Marmolejo-23059
3554,Andalucía,Jaén,Martos-23060
3555,Andalucía,Jaén,Mengíbar-23061
3556,Andalucía,Jaén,Montizón-23062
3557,Andalucía,Jaén,Navas de San Juan-23063
3558,Andalucía,Jaén,Noalejo-23064
3559,Andalucía,Jaén,Orcera-23065
3560,Andalucía,Jaén,Peal de Becerro-23066
3561,Andalucía,Jaén,Pegalajar-23067
3562,Andalucía,Jaén,Porcuna-23069
3563,Andalucía,Jaén,Pozo Alcón-23070
3564,Andalucía,Jaén,Puente de Génave-23071
3565,Andalucía,Jaén,"Puerta de Segura, La-23072"
3566,Andalucía,Jaén,Quesada-23073
3567,Andalucía,Jaén,Rus-23074
3568,Andalucía,Jaén,Sabiote-23075
3569,Andalucía,Jaén,Santa Elena-23076
3571,Andalucía,Jaén,Santisteban del Puerto-23079
3572,Andalucía,Jaén,Santo Tomé-23080
3573,Andalucía,Jaén,Segura de la Sierra-23081
3574,Andalucía,Jaén,Siles-23082
3575,Andalucía,Jaén,Sorihuela del Guadalimar-23084
3576,Andalucía,Jaén,Torreblascopedro-23085
3577,Andalucía,Jaén,Torre del Campo-23086
3578,Andalucía,Jaén,Torredonjimeno-23087
3579,Andalucía,Jaén,Torreperogil-23088
3580,Andalucía,Jaén,Torres-23090
3582,Andalucía,Jaén,Ubeda-23092
3583,Andalucía,Jaén,Valdepeñas de Jaén-23093
3584,Andalucía,Jaén,Vilches-23094
3585,Andalucía,Jaén,Villacarrillo-23095
3586,Andalucía,Jaén,Villanueva de la Reina-23096
3587,Andalucía,Jaén,Villanueva del Arzobispo-23097
3588,Andalucía,Jaén,Villardompardo-23098
3589,Andalucía,Jaén,"Villares, Los-23099"
3591,Andalucía,Jaén,Cárcheles-23901
3592,Andalucía,Jaén,Bedmar y Garcíez-23902
3593,Andalucía,Jaén,Villatorres-23903
3594,Andalucía,Jaén,Santiago-Pontones-23904
3595,Andalucía,Jaén,Arroyo del Ojanco-23905
3603,Castilla y León,León,Astorga-24008
3605,Castilla y León,León,"Bañeza, La-24010"
3608,Castilla y León,León,Bembibre-24014
3609,Castilla y León,León,Benavides-24015
3615,Castilla y León,León,Boñar-24021
3620,Castilla y León,León,Bustillo del Páramo-24026
3621,Castilla y León,León,Cabañas Raras-24027
3624,Castilla y León,León,Cacabelos-24030
3628,Castilla y León,León,Camponaraya-24034
3631,Castilla y León,León,Carracedelo-24038
3632,Castilla y León,León,Carrizo-24039
3638,Castilla y León,León,Castrocalbón-24046
3640,Castilla y León,León,Castropodame-24049
3647,Castilla y León,León,Cistierna-24056
3648,Castilla y León,León,Congosto-24057
3650,Castilla y León,León,Corullón-24059
3652,Castilla y León,León,Cuadros-24061
3655,Castilla y León,León,Cubillos del Sil-24064
3656,Castilla y León,León,Chozas de Abajo-24065
3661,Castilla y León,León,Fabero-24070
3662,Castilla y León,León,Folgoso de la Ribera-24071
3665,Castilla y León,León,Garrafe de Torío-24076
3672,Castilla y León,León,Igüeña-24083
3676,Castilla y León,León,Laguna de Negrillos-24088
3677,Castilla y León,León,León-24089
3682,Castilla y León,León,Mansilla de las Mulas-24094
3686,Castilla y León,León,Matallana de Torío-24098
3693,Castilla y León,León,Onzonilla-24105
3697,Castilla y León,León,Palacios del Sil-24109
3698,Castilla y León,León,Páramo del Sil-24110
3701,Castilla y León,León,"Pola de Gordón, La-24114"
3702,Castilla y León,León,Ponferrada-24115
3709,Castilla y León,León,Puente de Domingo Flórez-24122
3719,Castilla y León,León,"Robla, La-24134"
3721,Castilla y León,León,Sabero-24137
3722,Castilla y León,León,Sahagún-24139
3724,Castilla y León,León,San Andrés del Rabanedo-24142
3729,Castilla y León,León,San Justo de la Vega-24148
3735,Castilla y León,León,Santa Elena de Jamuz-24154
3738,Castilla y León,León,Santa María del Páramo-24157
3740,Castilla y León,León,Santa Marina del Rey-24159
3743,Castilla y León,León,Santovenia de la Valdoncina-24162
3744,Castilla y León,León,Sariegos-24163
3747,Castilla y León,León,Soto de la Vega-24166
3750,Castilla y León,León,Toreno-24169
3751,Castilla y León,León,Torre del Bierzo-24170
3754,Castilla y León,León,Turcia-24173
3756,Castilla y León,León,Valdefresno-24175
3761,Castilla y León,León,Valdepolo-24180
3762,Castilla y León,León,Valderas-24181
3767,Castilla y León,León,Valdevimbre-24187
3768,Castilla y León,León,Valencia de Don Juan-24188
3769,Castilla y León,León,Valverde de la Virgen-24189
3774,Castilla y León,León,Vega de Espinareda-24196
3778,Castilla y León,León,Vegas del Condado-24201
3779,Castilla y León,León,Villablino-24202
3781,Castilla y León,León,Villadangos del Páramo-24205
3782,Castilla y León,León,Toral de los Vados-24206
3784,Castilla y León,León,Villafranca del Bierzo-24209
3787,Castilla y León,León,Villamañán-24212
3796,Castilla y León,León,Villaquilambre-24222
3797,Castilla y León,León,Villarejo de Órbigo-24223
3799,Castilla y León,León,Villasabariego-24225
3801,Castilla y León,León,Villaturiel-24227
3805,Castilla y León,León,Villamanín-24901
3809,Cataluña,Lleida,Agramunt-25003
3813,Cataluña,Lleida,Albatàrrec-25007
3814,Cataluña,Lleida,Albesa-25008
3817,Cataluña,Lleida,Alcarràs-25011
3818,Cataluña,Lleida,Alcoletge-25012
3819,Cataluña,Lleida,Alfarràs-25013
3822,Cataluña,Lleida,Alguaire-25016
3824,Cataluña,Lleida,Almacelles-25019
3826,Cataluña,Lleida,Almenar-25021
3828,Cataluña,Lleida,Alpicat-25023
3830,Cataluña,Lleida,Naut Aran-25025
3831,Cataluña,Lleida,Anglesola-25027
3832,Cataluña,Lleida,Arbeca-25029
3836,Cataluña,Lleida,Artesa de Lleida-25033
3837,Cataluña,Lleida,Artesa de Segre-25034
3841,Cataluña,Lleida,Aitona-25038
3843,Cataluña,Lleida,Balaguer-25040
3850,Cataluña,Lleida,Bellcaire Urgell-25047
3851,Cataluña,Lleida,Bell-lloc Urgell-25048
3853,Cataluña,Lleida,Bellpuig-25050
3854,Cataluña,Lleida,Bellver de Cerdanya-25051
3855,Cataluña,Lleida,Bellvís-25052
3856,Cataluña,Lleida,Benavent de Segrià-25053
3860,Cataluña,Lleida,"Borges Blanques, Les-25058"
3861,Cataluña,Lleida,Bossòst-25059
3870,Cataluña,Lleida,Castellserà-25070
3872,Cataluña,Lleida,Cervera-25072
3878,Cataluña,Lleida,Corbins-25078
3890,Cataluña,Lleida,"Fuliola, La-25096"
3893,Cataluña,Lleida,Golmés-25099
3901,Cataluña,Lleida,Guissona-25110
3904,Cataluña,Lleida,Ivars Urgell-25113
3906,Cataluña,Lleida,Isona i Conca Dellà-25115
3908,Cataluña,Lleida,Juneda-25119
3909,Cataluña,Lleida,Lleida-25120
3911,Cataluña,Lleida,Linyola-25122
3924,Cataluña,Lleida,Miralcamp-25135
3926,Cataluña,Lleida,Mollerussa-25137
3929,Cataluña,Lleida,Montferrer i Castellbò-25140
3936,Cataluña,Lleida,Oliana-25149
3943,Cataluña,Lleida,Os de Balaguer-25156
3945,Cataluña,Lleida,"Palau Anglesola, El-25158"
3955,Cataluña,Lleida,"Pobla de Segur, La-25171"
3956,Cataluña,Lleida,Ponts-25172
3957,Cataluña,Lleida,"Pont de Suert, El-25173"
3965,Cataluña,Lleida,Puigverd de Lleida-25182
3969,Cataluña,Lleida,Rosselló-25189
3972,Cataluña,Lleida,Sant Guim de Freixenet-25192
3980,Cataluña,Lleida,"Seu Urgell, La-25203"
3981,Cataluña,Lleida,Seròs-25204
3984,Cataluña,Lleida,Solsona-25207
3986,Cataluña,Lleida,Sort-25209
3987,Cataluña,Lleida,Soses-25210
3992,Cataluña,Lleida,Tàrrega-25217
3995,Cataluña,Lleida,Térmens-25220
3998,Cataluña,Lleida,Torà-25223
4003,Cataluña,Lleida,Torrefarrera-25228
4004,Cataluña,Lleida,Torregrossa-25230
4006,Cataluña,Lleida,Torres de Segre-25232
4008,Cataluña,Lleida,Tremp-25234
4011,Cataluña,Lleida,Vallfogona de Balaguer-25240
4013,Cataluña,Lleida,Vielha e Mijaran-25243
4017,Cataluña,Lleida,Vilanova de Bellpuig-25248
4023,Cataluña,Lleida,Vilanova de la Barca-25254
4039,"Rioja, La","Rioja, La",Agoncillo-26002
4042,"Rioja, La","Rioja, La",Albelda de Iregua-26005
4043,"Rioja, La","Rioja, La",Alberite-26006
4045,"Rioja, La","Rioja, La",Aldeanueva de Ebro-26008
4048,"Rioja, La","Rioja, La",Alfaro-26011
4055,"Rioja, La","Rioja, La",Arnedo-26018
4058,"Rioja, La","Rioja, La",Autol-26021
4063,"Rioja, La","Rioja, La",Baños de Río Tobía-26026
4073,"Rioja, La","Rioja, La",Calahorra-26036
4079,"Rioja, La","Rioja, La",Casalarreina-26042
4083,"Rioja, La","Rioja, La",Cenicero-26046
4084,"Rioja, La","Rioja, La",Cervera del Río Alhama-26047
4096,"Rioja, La","Rioja, La",Entrena-26059
4098,"Rioja, La","Rioja, La",Ezcaray-26061
4101,"Rioja, La","Rioja, La",Fuenmayor-26064
4108,"Rioja, La","Rioja, La",Haro-26071
4121,"Rioja, La","Rioja, La",Lardero-26084
4125,"Rioja, La","Rioja, La",Logroño-26089
4133,"Rioja, La","Rioja, La",Murillo de Río Leza-26099
4136,"Rioja, La","Rioja, La",Nájera-26102
4139,"Rioja, La","Rioja, La",Navarrete-26105
4150,"Rioja, La","Rioja, La",Pradejón-26117
4153,"Rioja, La","Rioja, La",Quel-26120
4157,La Rioja,"Rioja,La",Ribafrecha-26124
4158,"Rioja, La","Rioja, La",Rincón de Soto-26125
4162,"Rioja, La","Rioja, La",San Asensio-26129
4169,"Rioja, La","Rioja, La",Santo Domingo de la Calzada-26138
4173,"Rioja, La","Rioja, La",San Vicente de la Sonsierra-26142
4197,"Rioja, La","Rioja, La",Villamediana de Iregua-26168
4212,Galicia,Lugo,Abadín-27001
4213,Galicia,Lugo,Alfoz-27002
4214,Galicia,Lugo,Antas de Ulla-27003
4215,Galicia,Lugo,Baleira-27004
4216,Galicia,Lugo,Barreiros-27005
4217,Galicia,Lugo,Becerreá-27006
4218,Galicia,Lugo,Begonte-27007
4219,Galicia,Lugo,Bóveda-27008
4220,Galicia,Lugo,Carballedo-27009
4221,Galicia,Lugo,Castro de Rei-27010
4222,Galicia,Lugo,Castroverde-27011
4223,Galicia,Lugo,Cervantes-27012
4224,Galicia,Lugo,Cervo-27013
4225,Galicia,Lugo,"Corgo, O-27014"
4226,Galicia,Lugo,Cospeito-27015
4227,Galicia,Lugo,Chantada-27016
4228,Galicia,Lugo,Folgoso do Courel-27017
4229,Galicia,Lugo,"Fonsagrada, A-27018"
4230,Galicia,Lugo,Foz-27019
4231,Galicia,Lugo,Friol-27020
4232,Galicia,Lugo,Xermade-27021
4233,Galicia,Lugo,Guitiriz-27022
4234,Galicia,Lugo,Guntín-27023
4235,Galicia,Lugo,"Incio, O-27024"
4236,Galicia,Lugo,Xove-27025
4237,Galicia,Lugo,Láncara-27026
4238,Galicia,Lugo,Lourenzá-27027
4239,Galicia,Lugo,Lugo-27028
4240,Galicia,Lugo,Meira-27029
4241,Galicia,Lugo,Mondoñedo-27030
4242,Galicia,Lugo,Monforte de Lemos-27031
4243,Galicia,Lugo,Monterroso-27032
4245,Galicia,Lugo,Navia de Suarna-27034
4247,Galicia,Lugo,"Nogais, As-27037"
4248,Galicia,Lugo,Ourol-27038
4249,Galicia,Lugo,Outeiro de Rei-27039
4250,Galicia,Lugo,Palas de Rei-27040
4251,Galicia,Lugo,Pantón-27041
4252,Galicia,Lugo,Paradela-27042
4253,Galicia,Lugo,"Páramo, O-27043"
4254,Galicia,Lugo,"Pastoriza, A-27044"
4255,Galicia,Lugo,Pedrafita do Cebreiro-27045
4256,Galicia,Lugo,Pol-27046
4257,Galicia,Lugo,"Pobra do Brollón, A-27047"
4258,Galicia,Lugo,"Pontenova, A-27048"
4259,Galicia,Lugo,Portomarín-27049
4260,Galicia,Lugo,Quiroga-27050
4261,Galicia,Lugo,Ribadeo-27051
4262,Galicia,Lugo,Ribas de Sil-27052
4264,Galicia,Lugo,Riotorto-27054
4265,Galicia,Lugo,Samos-27055
4266,Galicia,Lugo,Rábade-27056
4267,Galicia,Lugo,Sarria-27057
4268,Galicia,Lugo,"Saviñao, O-27058"
4269,Galicia,Lugo,Sober-27059
4270,Galicia,Lugo,Taboada-27060
4271,Galicia,Lugo,Trabada-27061
4273,Galicia,Lugo,"Valadouro, O-27063"
4274,Galicia,Lugo,"Vicedo, O-27064"
4275,Galicia,Lugo,Vilalba-27065
4276,Galicia,Lugo,Viveiro-27066
4277,Galicia,Lugo,Baralla-27901
4278,Galicia,Lugo,Burela-27902
4280,"Madrid, Comunidad de",Madrid,Ajalvir-28002
4282,"Madrid, Comunidad de",Madrid,"Alamo, El-28004"
4283,"Madrid, Comunidad de",Madrid,Alcalá de Henares-28005
4284,"Madrid, Comunidad de",Madrid,Alcobendas-28006
4285,"Madrid, Comunidad de",Madrid,Alcorcón-28007
4286,"Madrid, Comunidad de",Madrid,Aldea del Fresno-28008
4287,"Madrid, Comunidad de",Madrid,Algete-28009
4288,"Madrid, Comunidad de",Madrid,Alpedrete-28010
4290,"Madrid, Comunidad de",Madrid,Anchuelo-28012
4291,"Madrid, Comunidad de",Madrid,Aranjuez-28013
4292,"Madrid, Comunidad de",Madrid,Arganda del Rey-28014
4293,"Madrid, Comunidad de",Madrid,Arroyomolinos-28015
4295,"Madrid, Comunidad de",Madrid,Batres-28017
4296,"Madrid, Comunidad de",Madrid,Becerril de la Sierra-28018
4297,"Madrid, Comunidad de",Madrid,Belmonte de Tajo-28019
4300,"Madrid, Comunidad de",Madrid,Boadilla del Monte-28022
4301,"Madrid, Comunidad de",Madrid,"Boalo, El-28023"
4304,"Madrid, Comunidad de",Madrid,Brunete-28026
4305,"Madrid, Comunidad de",Madrid,Buitrago del Lozoya-28027
4306,"Madrid, Comunidad de",Madrid,Bustarviejo-28028
4308,"Madrid, Comunidad de",Madrid,"Cabrera, La-28030"
4309,"Madrid, Comunidad de",Madrid,Cadalso de los Vidrios-28031
4310,"Madrid, Comunidad de",Madrid,Camarma de Esteruelas-28032
4311,"Madrid, Comunidad de",Madrid,Campo Real-28033
4313,"Madrid, Comunidad de",Madrid,Carabaña-28035
4314,"Madrid, Comunidad de",Madrid,Casarrubuelos-28036
4315,"Madrid, Comunidad de",Madrid,Cenicientos-28037
4316,"Madrid, Comunidad de",Madrid,Cercedilla-28038
4318,"Madrid, Comunidad de",Madrid,Ciempozuelos-28040
4319,"Madrid, Comunidad de",Madrid,Cobeña-28041
4320,"Madrid, Comunidad de",Madrid,Colmenar del Arroyo-28042
4321,"Madrid, Comunidad de",Madrid,Colmenar de Oreja-28043
4322,"Madrid, Comunidad de",Madrid,Colmenarejo-28044
4323,"Madrid, Comunidad de",Madrid,Colmenar Viejo-28045
4324,"Madrid, Comunidad de",Madrid,Collado Mediano-28046
4325,"Madrid, Comunidad de",Madrid,Collado Villalba-28047
4327,"Madrid, Comunidad de",Madrid,Coslada-28049
4328,"Madrid, Comunidad de",Madrid,Cubas de la Sagra-28050
4329,"Madrid, Comunidad de",Madrid,Chapinería-28051
4330,"Madrid, Comunidad de",Madrid,Chinchón-28052
4331,"Madrid, Comunidad de",Madrid,Daganzo de Arriba-28053
4332,"Madrid, Comunidad de",Madrid,"Escorial, El-28054"
4333,"Madrid, Comunidad de",Madrid,Estremera-28055
4334,"Madrid, Comunidad de",Madrid,Fresnedillas de la Oliva-28056
4335,"Madrid, Comunidad de",Madrid,Fresno de Torote-28057
4336,"Madrid, Comunidad de",Madrid,Fuenlabrada-28058
4337,"Madrid, Comunidad de",Madrid,Fuente el Saz de Jarama-28059
4338,"Madrid, Comunidad de",Madrid,Fuentidueña de Tajo-28060
4339,"Madrid, Comunidad de",Madrid,Galapagar-28061
4343,"Madrid, Comunidad de",Madrid,Getafe-28065
4344,"Madrid, Comunidad de",Madrid,Griñón-28066
4345,"Madrid, Comunidad de",Madrid,Guadalix de la Sierra-28067
4346,"Madrid, Comunidad de",Madrid,Guadarrama-28068
4350,"Madrid, Comunidad de",Madrid,Hoyo de Manzanares-28072
4351,"Madrid, Comunidad de",Madrid,Humanes de Madrid-28073
4352,"Madrid, Comunidad de",Madrid,Leganés-28074
4353,"Madrid, Comunidad de",Madrid,Loeches-28075
4356,"Madrid, Comunidad de",Madrid,Madrid-28079
4357,"Madrid, Comunidad de",Madrid,Majadahonda-28080
4358,"Madrid, Comunidad de",Madrid,Manzanares el Real-28082
4359,"Madrid, Comunidad de",Madrid,Meco-28083
4360,"Madrid, Comunidad de",Madrid,Mejorada del Campo-28084
4361,"Madrid, Comunidad de",Madrid,Miraflores de la Sierra-28085
4362,"Madrid, Comunidad de",Madrid,"Molar, El-28086"
4363,"Madrid, Comunidad de",Madrid,"Molinos, Los-28087"
4365,"Madrid, Comunidad de",Madrid,Moraleja de Enmedio-28089
4366,"Madrid, Comunidad de",Madrid,Moralzarzal-28090
4367,"Madrid, Comunidad de",Madrid,Morata de Tajuña-28091
4368,"Madrid, Comunidad de",Madrid,Móstoles-28092
4369,"Madrid, Comunidad de",Madrid,Navacerrada-28093
4370,"Madrid, Comunidad de",Madrid,Navalafuente-28094
4371,"Madrid, Comunidad de",Madrid,Navalagamella-28095
4372,"Madrid, Comunidad de",Madrid,Navalcarnero-28096
4374,"Madrid, Comunidad de",Madrid,Navas del Rey-28099
4375,"Madrid, Comunidad de",Madrid,Nuevo Baztán-28100
4377,"Madrid, Comunidad de",Madrid,Orusco de Tajuña-28102
4378,"Madrid, Comunidad de",Madrid,Paracuellos de Jarama-28104
4379,"Madrid, Comunidad de",Madrid,Parla-28106
4381,"Madrid, Comunidad de",Madrid,Pedrezuela-28108
4382,"Madrid, Comunidad de",Madrid,Pelayos de la Presa-28109
4383,"Madrid, Comunidad de",Madrid,Perales de Tajuña-28110
4386,"Madrid, Comunidad de",Madrid,Pinto-28113
4388,"Madrid, Comunidad de",Madrid,Pozuelo de Alarcón-28115
4389,"Madrid, Comunidad de",Madrid,Pozuelo del Rey-28116
4392,"Madrid, Comunidad de",Madrid,Quijorna-28119
4393,"Madrid, Comunidad de",Madrid,Rascafría-28120
4396,"Madrid, Comunidad de",Madrid,Rivas-Vaciamadrid-28123
4398,"Madrid, Comunidad de",Madrid,Robledo de Chavela-28125
4400,"Madrid, Comunidad de",Madrid,"Rozas de Madrid, Las-28127"
4402,"Madrid, Comunidad de",Madrid,San Agustín del Guadalix-28129
4403,"Madrid, Comunidad de",Madrid,San Fernando de Henares-28130
4404,"Madrid, Comunidad de",Madrid,San Lorenzo de El Escorial-28131
4405,"Madrid, Comunidad de",Madrid,San Martín de la Vega-28132
4406,"Madrid, Comunidad de",Madrid,San Martín de Valdeiglesias-28133
4407,"Madrid, Comunidad de",Madrid,San Sebastián de los Reyes-28134
4408,"Madrid, Comunidad de",Madrid,Santa María de la Alameda-28135
4410,"Madrid, Comunidad de",Madrid,"Santos de la Humosa, Los-28137"
4412,"Madrid, Comunidad de",Madrid,Serranillos del Valle-28140
4413,"Madrid, Comunidad de",Madrid,Sevilla la Nueva-28141
4415,"Madrid, Comunidad de",Madrid,Soto del Real-28144
4416,"Madrid, Comunidad de",Madrid,Talamanca de Jarama-28145
4417,"Madrid, Comunidad de",Madrid,Tielmes-28146
4418,"Madrid, Comunidad de",Madrid,Titulcia-28147
4419,"Madrid, Comunidad de",Madrid,Torrejón de Ardoz-28148
4420,"Madrid, Comunidad de",Madrid,Torrejón de la Calzada-28149
4421,"Madrid, Comunidad de",Madrid,Torrejón de Velasco-28150
4422,"Madrid, Comunidad de",Madrid,Torrelaguna-28151
4423,"Madrid, Comunidad de",Madrid,Torrelodones-28152
4425,"Madrid, Comunidad de",Madrid,Torres de la Alameda-28154
4427,"Madrid, Comunidad de",Madrid,Valdeavero-28156
4431,"Madrid, Comunidad de",Madrid,Valdemorillo-28160
4432,"Madrid, Comunidad de",Madrid,Valdemoro-28161
4433,"Madrid, Comunidad de",Madrid,Valdeolmos-Alalpardo-28162
4435,"Madrid, Comunidad de",Madrid,Valdetorres de Jarama-28164
4436,"Madrid, Comunidad de",Madrid,Valdilecha-28165
4438,"Madrid, Comunidad de",Madrid,Velilla de San Antonio-28167
4439,"Madrid, Comunidad de",Madrid,"Vellón, El-28168"
4440,"Madrid, Comunidad de",Madrid,Venturada-28169
4441,"Madrid, Comunidad de",Madrid,Villaconejos-28170
4442,"Madrid, Comunidad de",Madrid,Villa del Prado-28171
4443,"Madrid, Comunidad de",Madrid,Villalbilla-28172
4445,"Madrid, Comunidad de",Madrid,Villamanta-28174
4446,"Madrid, Comunidad de",Madrid,Villamantilla-28175
4447,"Madrid, Comunidad de",Madrid,Villanueva de la Cañada-28176
4448,"Madrid, Comunidad de",Madrid,Villanueva del Pardillo-28177
4449,"Madrid, Comunidad de",Madrid,Villanueva de Perales-28178
4450,"Madrid, Comunidad de",Madrid,Villar del Olmo-28179
4451,"Madrid, Comunidad de",Madrid,Villarejo de Salvanés-28180
4452,"Madrid, Comunidad de",Madrid,Villaviciosa de Odón-28181
4454,"Madrid, Comunidad de",Madrid,Zarzalejo-28183
4455,"Madrid, Comunidad de",Madrid,Lozoyuela-Navas-Sieteiglesias-28901
4457,"Madrid, Comunidad de",Madrid,Tres Cantos-28903
4458,Andalucía,Málaga,Alameda-29001
4459,Andalucía,Málaga,Alcaucín-29002
4460,Andalucía,Málaga,Alfarnate-29003
4462,Andalucía,Málaga,Algarrobo-29005
4464,Andalucía,Málaga,Alhaurín de la Torre-29007
4465,Andalucía,Málaga,Alhaurín el Grande-29008
4466,Andalucía,Málaga,Almáchar-29009
4467,Andalucía,Málaga,Almargen-29010
