mun_code,NOMBRE,CODAUTO
26048,Cidamón,17
26049,Cihuri,17
26050,Cirueña,17
26051,Clavijo,17
26052,Cordovín,17
26053,Corera,17
26054,Cornago,17
26055,Corporales,17
26056,Cuzcurrita de Río Tirón,17
26057,Daroca de Rioja,17
26058,Enciso,17
26059,Entrena,17
26060,Estollo,17
26061,Ezcaray,17
26062,Foncea,17
26063,Fonzaleche,17
26064,Fuenmayor,17
26065,Galbárruli,17
26066,Galilea,17
26067,Gallinero de Cameros,17
26068,Gimileo,17
26069,Grañón,17
26070,Grávalos,17
26071,Haro,17
26072,Herce,17
26073,Herramélluri,17
26074,Hervías,17
26075,Hormilla,17
26076,Hormilleja,17
26077,Hornillos de Cameros,17
26078,Hornos de Moncalvillo,17
26079,Huércanos,17
26080,Igea,17
26081,Jalón de Cameros,17
26082,Laguna de Cameros,17
26083,Lagunilla del Jubera,17
26084,Lardero,17
26086,Ledesma de la Cogolla,17
26087,Leiva,17
26088,Leza de Río Leza,17
26089,Logroño,17
26091,Lumbreras de Cameros,17
26092,Manjarrés,17
26093,Mansilla de la Sierra,17
26094,Manzanares de Rioja,17
26095,Matute,17
26096,Medrano,17
26098,Munilla,17
26099,Murillo de Río Leza,17
26100,Muro de Aguas,17
26101,Muro en Cameros,17
26102,Nájera,17
26103,Nalda,17
26104,Navajún,17
26105,Navarrete,17
26106,Nestares,17
26107,Nieva de Cameros,17
26109,Ochánduri,17
26108,Ocón,17
26110,Ojacastro,17
26111,Ollauri,17
26112,Ortigosa de Cameros,17
26113,Pazuengos,17
26114,Pedroso,17
26115,Pinillos,17
26117,Pradejón,17
26118,Pradillo,17
26119,Préjano,17
26120,Quel,17
26121,Rabanera,17
26122,"Rasillo de Cameros, El",17
26123,"Redal, El",17
26124,Ribafrecha,17
26125,Rincón de Soto,17
26126,Robres del Castillo,17
26127,Rodezno,17
26128,Sajazarra,17
26129,San Asensio,17
26130,San Millán de la Cogolla,17
26131,San Millán de Yécora,17
26132,San Román de Cameros,17
26139,San Torcuato,17
26142,San Vicente de la Sonsierra,17
26134,Santa Coloma,17
26135,Santa Engracia del Jubera,17
26136,Santa Eulalia Bajera,17
26138,Santo Domingo de la Calzada,17
26140,Santurde de Rioja,17
26141,Santurdejo,17
26143,Sojuela,17
26144,Sorzano,17
26145,Sotés,17
26146,Soto en Cameros,17
26147,Terroba,17
26148,Tirgo,17
26149,Tobía,17
26150,Tormantos,17
26153,Torre en Cameros,17
26151,Torrecilla en Cameros,17
26152,Torrecilla sobre Alesanco,17
26154,Torremontalbo,17
26155,Treviana,17
26157,Tricio,17
26158,Tudelilla,17
26160,Uruñuela,17
26161,Valdemadera,17
26162,Valgañón,17
26163,Ventosa,17
26164,Ventrosa,17
26165,Viguera,17
26166,Villalba de Rioja,17
26167,Villalobar de Rioja,17
26168,Villamediana de Iregua,17
26169,Villanueva de Cameros,17
26170,"Villar de Arnedo, El",17
26171,Villar de Torre,17
26172,Villarejo,17
26173,Villarroya,17
26174,Villarta-Quintana,17
26175,Villavelayo,17
26176,Villaverde de Rioja,17
26177,Villoslada de Cameros,17
26178,Viniegra de Abajo,17
26179,Viniegra de Arriba,17
26180,Zarratón,17
26181,Zarzosa,17
26183,Zorraquín,17
27001,Abadín,12
27002,Alfoz,12
27003,Antas de Ulla,12
27004,Baleira,12
27901,Baralla,12
27005,Barreiros,12
27006,Becerreá,12
27007,Begonte,12
27008,Bóveda,12
27902,Burela,12
27009,Carballedo,12
27010,Castro de Rei,12
27011,Castroverde,12
27012,Cervantes,12
27013,Cervo,12
27016,Chantada,12
27014,"Corgo, O",12
27015,Cospeito,12
27017,Folgoso do Courel,12
27018,"Fonsagrada, A",12
27019,Foz,12
27020,Friol,12
27022,Guitiriz,12
27023,Guntín,12
27024,"Incio, O",12
27026,Láncara,12
27027,Lourenzá,12
27028,Lugo,12
27029,Meira,12
27030,Mondoñedo,12
27031,Monforte de Lemos,12
27032,Monterroso,12
27033,Muras,12
27034,Navia de Suarna,12
27035,Negueira de Muñiz,12
27037,"Nogais, As",12
27038,Ourol,12
27039,Outeiro de Rei,12
27040,Palas de Rei,12
27041,Pantón,12
27042,Paradela,12
27043,"Páramo, O",12
27044,"Pastoriza, A",12
27045,Pedrafita do Cebreiro,12
27047,"Pobra do Brollón, A",12
27046,Pol,12
27048,"Pontenova, A",12
27049,Portomarín,12
27050,Quiroga,12
27056,Rábade,12
27051,Ribadeo,12
27052,Ribas de Sil,12
27053,Ribeira de Piquín,12
27054,Riotorto,12
27055,Samos,12
27057,Sarria,12
27058,"Saviñao, O",12
27059,Sober,12
27060,Taboada,12
27061,Trabada,12
27062,Triacastela,12
27063,"Valadouro, O",12
27064,"Vicedo, O",12
27065,Vilalba,12
27066,Viveiro,12
27021,Xermade,12
27025,Xove,12
28001,"Acebeda, La",13
28002,Ajalvir,13
28003,Alameda del Valle,13
28004,"Álamo, El",13
28005,Alcalá de Henares,13
28006,Alcobendas,13
28007,Alcorcón,13
28008,Aldea del Fresno,13
28009,Algete,13
28010,Alpedrete,13
28011,Ambite,13
28012,Anchuelo,13
28013,Aranjuez,13
28014,Arganda del Rey,13
28015,Arroyomolinos,13
28016,"Atazar, El",13
28017,Batres,13
28018,Becerril de la Sierra,13
28019,Belmonte de Tajo,13
28021,"Berrueco, El",13
28020,Berzosa del Lozoya,13
28022,Boadilla del Monte,13
28023,"Boalo, El",13
28024,Braojos,13
28025,Brea de Tajo,13
28026,Brunete,13
28027,Buitrago del Lozoya,13
28028,Bustarviejo,13
28029,Cabanillas de la Sierra,13
28030,"Cabrera, La",13
28031,Cadalso de los Vidrios,13
28032,Camarma de Esteruelas,13
28033,Campo Real,13
28034,Canencia,13
28035,Carabaña,13
28036,Casarrubuelos,13
28037,Cenicientos,13
28038,Cercedilla,13
28039,Cervera de Buitrago,13
28051,Chapinería,13
28052,Chinchón,13
28040,Ciempozuelos,13
28041,Cobeña,13
28046,Collado Mediano,13
28047,Collado Villalba,13
28043,Colmenar de Oreja,13
28042,Colmenar del Arroyo,13
28045,Colmenar Viejo,13
28044,Colmenarejo,13
28048,Corpa,13
28049,Coslada,13
28050,Cubas de la Sagra,13
28053,Daganzo de Arriba,13
28054,"Escorial, El",13
28055,Estremera,13
28056,Fresnedillas de la Oliva,13
28057,Fresno de Torote,13
28058,Fuenlabrada,13
28059,Fuente el Saz de Jarama,13
28060,Fuentidueña de Tajo,13
28061,Galapagar,13
28062,Garganta de los Montes,13
28063,Gargantilla del Lozoya y Pinilla de Buitrago,13
28064,Gascones,13
28065,Getafe,13
28066,Griñón,13
28067,Guadalix de la Sierra,13
28068,Guadarrama,13
28069,"Hiruela, La",13
28070,Horcajo de la Sierra-Aoslos,13
28071,Horcajuelo de la Sierra,13
28072,Hoyo de Manzanares,13
28073,Humanes de Madrid,13
28074,Leganés,13
28075,Loeches,13
28076,Lozoya,13
28901,Lozoyuela-Navas-Sieteiglesias,13
28078,Madarcos,13
28079,Madrid,13
28080,Majadahonda,13
28082,Manzanares el Real,13
28083,Meco,13
28084,Mejorada del Campo,13
28085,Miraflores de la Sierra,13
28086,"Molar, El",13
28087,"Molinos, Los",13
28088,Montejo de la Sierra,13
28089,Moraleja de Enmedio,13
28090,Moralzarzal,13
28091,Morata de Tajuña,13
28092,Móstoles,13
28093,Navacerrada,13
28094,Navalafuente,13
28095,Navalagamella,13
28096,Navalcarnero,13
28097,Navarredonda y San Mamés,13
28099,Navas del Rey,13
28100,Nuevo Baztán,13
28101,Olmeda de las Fuentes,13
28102,Orusco de Tajuña,13
28104,Paracuellos de Jarama,13
28106,Parla,13
28107,Patones,13
28108,Pedrezuela,13
28109,Pelayos de la Presa,13
28110,Perales de Tajuña,13
28111,Pezuela de las Torres,13
28112,Pinilla del Valle,13
28113,Pinto,13
28114,Piñuécar-Gandullas,13
28115,Pozuelo de Alarcón,13
28116,Pozuelo del Rey,13
28117,Prádena del Rincón,13
28118,Puebla de la Sierra,13
28902,Puentes Viejas,13
28119,Quijorna,13
28120,Rascafría,13
28121,Redueña,13
28122,Ribatejada,13
28123,Rivas-Vaciamadrid,13
28124,Robledillo de la Jara,13
28125,Robledo de Chavela,13
28126,Robregordo,13
28127,"Rozas de Madrid, Las",13
28128,Rozas de Puerto Real,13
28129,San Agustín del Guadalix,13
28130,San Fernando de Henares,13
28131,San Lorenzo de El Escorial,13
28132,San Martín de la Vega,13
28133,San Martín de Valdeiglesias,13
28134,San Sebastián de los Reyes,13
28135,Santa María de la Alameda,13
28136,Santorcaz,13
28137,"Santos de la Humosa, Los",13
28138,"Serna del Monte, La",13
28140,Serranillos del Valle,13
28141,Sevilla la Nueva,13
28143,Somosierra,13
28144,Soto del Real,13
28145,Talamanca de Jarama,13
28146,Tielmes,13
28147,Titulcia,13
28148,Torrejón de Ardoz,13
28149,Torrejón de la Calzada,13
28150,Torrejón de Velasco,13
28151,Torrelaguna,13
28152,Torrelodones,13
28153,Torremocha de Jarama,13
28154,Torres de la Alameda,13
28903,Tres Cantos,13
28155,Valdaracete,13
28156,Valdeavero,13
28157,Valdelaguna,13
28158,Valdemanco,13
28159,Valdemaqueda,13
28160,Valdemorillo,13
28161,Valdemoro,13
28162,Valdeolmos-Alalpardo,13
28163,Valdepiélagos,13
28164,Valdetorres de Jarama,13
28165,Valdilecha,13
28166,Valverde de Alcalá,13
28167,Velilla de San Antonio,13
28168,"Vellón, El",13
28169,Venturada,13
28171,Villa del Prado,13
28170,Villaconejos,13
28172,Villalbilla,13
28173,Villamanrique de Tajo,13
28174,Villamanta,13
28175,Villamantilla,13
28176,Villanueva de la Cañada,13
28178,Villanueva de Perales,13
28177,Villanueva del Pardillo,13
28179,Villar del Olmo,13
28180,Villarejo de Salvanés,13
28181,Villaviciosa de Odón,13
28182,Villavieja del Lozoya,13
28183,Zarzalejo,13
29001,Alameda,01
29002,Alcaucín,01
29003,Alfarnate,01
29004,Alfarnatejo,01
29005,Algarrobo,01
29006,Algatocín,01
29007,Alhaurín de la Torre,01
29008,Alhaurín el Grande,01
29009,Almáchar,01
29010,Almargen,01
29011,Almogía,01
29012,Álora,01
29013,Alozaina,01
29014,Alpandeire,01
29015,Antequera,01
29016,Árchez,01
29017,Archidona,01
29018,Ardales,01
29019,Arenas,01
29020,Arriate,01
29021,Atajate,01
29022,Benadalid,01
29023,Benahavís,01
29024,Benalauría,01
29025,Benalmádena,01
29026,Benamargosa,01
29027,Benamocarra,01
29028,Benaoján,01
29029,Benarrabá,01
29030,"Borge, El",01
29031,"Burgo, El",01
29032,Campillos,01
29033,Canillas de Aceituno,01
29034,Canillas de Albaida,01
29035,Cañete la Real,01
29036,Carratraca,01
29037,Cartajima,01
29038,Cártama,01
29039,Casabermeja,01
29040,Casarabonela,01
29041,Casares,01
29042,Coín,01
29043,Colmenar,01
29044,Comares,01
29045,Cómpeta,01
29046,Cortes de la Frontera,01
29047,Cuevas Bajas,01
29049,Cuevas de San Marcos,01
29048,Cuevas del Becerro,01
29050,Cútar,01
29051,Estepona,01
29052,Faraján,01
29053,Frigiliana,01
29054,Fuengirola,01
29055,Fuente de Piedra,01
29056,Gaucín,01
29057,Genalguacil,01
29058,Guaro,01
29059,Humilladero,01
29060,Igualeja,01
29061,Istán,01
29062,Iznate,01
29063,Jimera de Líbar,01
29064,Jubrique,01
29065,Júzcar,01
29066,Macharaviaya,01
29067,Málaga,01
29068,Manilva,01
29069,Marbella,01
29070,Mijas,01
29071,Moclinejo,01
29072,Mollina,01
29073,Monda,01
29903,Montecorto,01
29074,Montejaque,01
29075,Nerja,01
29076,Ojén,01
29077,Parauta,01
29079,Periana,01
29080,Pizarra,01
29081,Pujerra,01
29082,Rincón de la Victoria,01
29083,Riogordo,01
29084,Ronda,01
29085,Salares,01
29086,Sayalonga,01
29087,Sedella,01
29904,Serrato,01
29088,Sierra de Yeguas,01
29089,Teba,01
29090,Tolox,01
29901,Torremolinos,01
29091,Torrox,01
29092,Totalán,01
29093,Valle de Abdalajís,01
29094,Vélez-Málaga,01
29095,Villanueva de Algaidas,01
29902,Villanueva de la Concepción,01
29098,Villanueva de Tapia,01
29096,Villanueva del Rosario,01
29097,Villanueva del Trabuco,01
29099,Viñuela,01
29100,Yunquera,01
30001,Abanilla,14
30002,Abarán,14
30003,Águilas,14
30004,Albudeite,14
30005,Alcantarilla,14
30902,"Alcázares, Los",14
30006,Aledo,14
30007,Alguazas,14
30008,Alhama de Murcia,14
30009,Archena,14
30010,Beniel,14
30011,Blanca,14
30012,Bullas,14
30013,Calasparra,14
30014,Campos del Río,14
30015,Caravaca de la Cruz,14
30016,Cartagena,14
30017,Cehegín,14
30018,Ceutí,14
30019,Cieza,14
30020,Fortuna,14
30021,Fuente Álamo de Murcia,14
30022,Jumilla,14
30023,Librilla,14
30024,Lorca,14
30025,Lorquí,14
30026,Mazarrón,14
30027,Molina de Segura,14
30028,Moratalla,14
30029,Mula,14
30030,Murcia,14
30031,Ojós,14
30032,Pliego,14
30033,Puerto Lumbreras,14
30034,Ricote,14
30035,San Javier,14
30036,San Pedro del Pinatar,14
30901,Santomera,14
30037,Torre-Pacheco,14
30038,"Torres de Cotillas, Las",14
30039,Totana,14
30040,Ulea,14
30041,"Unión, La",14
30042,Villanueva del Río Segura,14
30043,Yecla,14
31001,Abáigar,15
31002,Abárzuza/Abartzuza,15
31003,Abaurregaina/Abaurrea Alta,15
31004,Abaurrepea/Abaurrea Baja,15
31005,Aberin,15
31006,Ablitas,15
31007,Adiós,15
31008,Aguilar de Codés,15
31009,Aibar/Oibar,15
31011,Allín/Allin,15
31012,Allo,15
31010,Altsasu/Alsasua,15
31013,Améscoa Baja,15
31014,Ancín/Antzin,15
31015,Andosilla,15
31016,Ansoáin/Antsoain,15
31017,Anue,15
31018,Añorbe,15
31019,Aoiz/Agoitz,15
31020,Araitz,15
31025,Arakil,15
31021,Aranarache/Aranaratxe,15
31023,Aranguren,15
31024,Arano,15
31022,Arantza,15
31026,Aras,15
31027,Arbizu,15
31028,Arce/Artzi,15
31029,"Arcos, Los",15
31030,Arellano,15
31031,Areso,15
31032,Arguedas,15
31033,Aria,15
31034,Aribe,15
31035,Armañanzas,15
31036,Arróniz,15
31037,Arruazu,15
31038,Artajona,15
31039,Artazu,15
31040,Atetz,15
31058,Auritz/Burguete,15
31041,Ayegui/Aiegi,15
31042,Azagra,15
31043,Azuelo,15
31044,Bakaiku,15
31901,Barañáin/Barañain,15
31045,Barásoain,15
31046,Barbarin,15
31047,Bargota,15
31048,Barillas,15
31049,Basaburua,15
31050,Baztan,15
31137,Beintza-Labaien,15
31051,Beire,15
31052,Belascoáin,15
31250,Bera,15
31053,Berbinzana,15
31905,Beriáin,15
31902,Berrioplano/Berriobeiti,15
31903,Berriozar,15
31054,Bertizarana,15
31055,Betelu,15
31253,Bidaurreta,15
31056,Biurrun-Olcoz,15
31057,Buñuel,15
31059,Burgui/Burgi,15
31060,Burlada/Burlata,15
31061,"Busto, El",15
31062,Cabanillas,15
31063,Cabredo,15
31064,Cadreita,15
31065,Caparroso,15
31066,Cárcar,15
31067,Carcastillo,15
31068,Cascante,15
31069,Cáseda,15
31070,Castejón,15
31071,Castillonuevo,15
31193,Cendea de Olza/Oltza Zendea,15
31072,Cintruénigo,15
31074,Cirauqui/Zirauki,15
31075,Ciriza/Ziritza,15
31076,Cizur,15
31077,Corella,15
31078,Cortes,15
31079,Desojo,15
31080,Dicastillo,15
31081,Donamaria,15
31221,Doneztebe/Santesteban,15
31083,Echarri/Etxarri,15
31087,Elgorriaga,15
31089,Enériz/Eneritz,15
31090,Eratsun,15
31091,Ergoiena,15
31092,Erro,15
31094,Eslava,15
31095,Esparza de Salazar/Espartza Zaraitzu,15
31096,Espronceda,15
31097,Estella-Lizarra,15
31098,Esteribar,15
31099,Etayo,15
31082,Etxalar,15
31084,Etxarri Aranatz,15
31085,Etxauri,15
31100,Eulate,15
31101,Ezcabarte,15
31093,Ezcároz/Ezkaroze,15
31102,Ezkurra,15
31103,Ezprogui,15
31104,Falces,15
31105,Fitero,15
31106,Fontellas,15
31107,Funes,15
31108,Fustiñana,15
31109,Galar,15
31110,Gallipienzo/Galipentzu,15
31111,Gallués/Galoze,15
31112,Garaioa,15
31113,Garde,15
31114,Garínoain,15
31115,Garralda,15
31116,Genevilla,15
31117,Goizueta,15
31118,Goñi,15
31119,Güesa/Gorza,15
31120,Guesálaz/Gesalatz,15
31121,Guirguillano,15
31256,Hiriberri/Villanueva de Aezkoa,15
31122,Huarte/Uharte,15
31124,Ibargoiti,15
31259,Igantzi,15
31125,Igúzquiza,15
31126,Imotz,15
31127,Irañeta,15
31904,Irurtzun,15
31128,Isaba/Izaba,15
31129,Ituren,15
31130,Iturmendi,15
31131,Iza/Itza,15
31132,Izagaondoa,15
31133,Izalzu/Itzaltzu,15
31134,Jaurrieta,15
31135,Javier,15
31136,Juslapeña/Txulapain,15
31138,Lakuntza,15
31139,Lana,15
31140,Lantz,15
31141,Lapoblación,15
31142,Larraga,15
31143,Larraona,15
31144,Larraun,15
31145,Lazagurría,15
31146,Leache/Leatxe,15
31147,Legarda,15
31148,Legaria,15
31149,Leitza,15
31908,Lekunberri,15
31150,Leoz/Leotz,15
31151,Lerga,15
31152,Lerín,15
31153,Lesaka,15
31154,Lezaun,15
31155,Liédena,15
31156,Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti,15
31157,Lodosa,15
31158,Lónguida/Longida,15
31159,Lumbier,15
31160,Luquin,15
31248,Luzaide/Valcarlos,15
31161,Mañeru,15
31162,Marañón,15
31163,Marcilla,15
31164,Mélida,15
31165,Mendavia,15
31166,Mendaza,15
31167,Mendigorria,15
31168,Metauten,15
31169,Milagro,15
31170,Mirafuentes,15
31171,Miranda de Arga,15
31172,Monreal/Elo,15
31173,Monteagudo,15
31174,Morentin,15
31175,Mues,15
31176,Murchante,15
31177,Murieta,15
31178,Murillo el Cuende,15
31179,Murillo el Fruto,15
31180,Muruzábal,15
31181,Navascués/Nabaskoze,15
31182,Nazar,15
31088,Noáin (Valle de Elorz)/Noain (Elortzibar),15
31183,Obanos,15
31185,Ochagavía/Otsagabia,15
31184,Oco,15
31186,Odieta,15
31187,Oiz,15
31188,Olaibar,15
31189,Olazti/Olazagutía,15
31190,Olejua,15
31191,Olite/Erriberri,15
31192,Olóriz/Oloritz,15
31195,Orbaizeta,15
31196,Orbara,15
31197,Orísoain,15
31906,Orkoien,15
31198,Oronz/Orontze,15
31199,Oroz-Betelu/Orotz-Betelu,15
31211,Orreaga/Roncesvalles,15
31200,Oteiza,15
31201,Pamplona/Iruña,15
31202,Peralta/Azkoien,15
31203,Petilla de Aragón,15
31204,Piedramillera,15
31205,Pitillas,15
31206,Puente la Reina/Gares,15
31207,Pueyo/Puiu,15
31208,Ribaforada,15
31209,Romanzado/Erromantzatua,15
31210,Roncal/Erronkari,15
31212,Sada,15
31213,Saldías,15
31214,Salinas de Oro/Jaitz,15
31215,San Adrián,15
31217,San Martín de Unx,15
31216,Sangüesa/Zangoza,15
31219,Sansol,15
31220,Santacara,15
31222,Sarriés/Sartze,15
31223,Sartaguda,15
31224,Sesma,15
31225,Sorlada,15
31226,Sunbilla,15
31227,Tafalla,15
31228,Tiebas-Muruarte de Reta,15
31229,Tirapu,15
31230,Torralba del Río,15
31231,Torres del Río,15
31232,Tudela,15
31233,Tulebras,15
31234,Ucar,15
31123,Uharte Arakil,15
31235,Ujué/Uxue,15
31236,Ultzama,15
31237,Unciti,15
31238,Unzué/Untzue,15
31239,Urdazubi/Urdax,15
31240,Urdiain,15
31241,Urraul Alto,15
31242,Urraul Bajo,15
31244,Urroz,15
31243,Urroz-Villa,15
31245,Urzainqui/Urzainki,15
31246,Uterga,15
31247,Uztárroz/Uztarroze,15
31086,Valle de Egüés/Eguesibar,15
31194,Valle de Ollo/Ollaran,15
31260,Valle de Yerri/Deierri,15
31249,Valtierra,15
31251,Viana,15
31252,Vidángoz/Bidankoze,15
31254,Villafranca,15
31255,Villamayor de Monjardín,15
31257,Villatuerta,15
31258,Villava/Atarrabia,15
31261,Yesa,15
31262,Zabalza/Zabaltza,15
31073,Ziordia,15
31907,Zizur Mayor/Zizur Nagusia,15
31263,Zubieta,15
31264,Zugarramurdi,15
31265,Zúñiga,15
32001,Allariz,12
32002,Amoeiro,12
32003,"Arnoia, A",12
32004,Avión,12
32005,Baltar,12
32006,Bande,12
32007,Baños de Molgas,12
32008,Barbadás,12
32009,"Barco de Valdeorras, O",12
32010,Beade,12
32011,Beariz,12
32012,"Blancos, Os",12
32013,Boborás,12
32014,"Bola, A",12
32015,"Bolo, O",12
32016,Calvos de Randín,12
32018,Carballeda de Avia,12
32017,Carballeda de Valdeorras,12
32019,"Carballiño, O",12
32020,Cartelle,12
32022,Castrelo de Miño,12
32021,Castrelo do Val,12
32023,Castro Caldelas,12
32024,Celanova,12
32025,Cenlle,12
32029,Chandrexa de Queixa,12
32026,Coles,12
32027,Cortegada,12
32028,Cualedro,12
32030,Entrimo,12
32031,Esgos,12
32033,Gomesende,12
32034,"Gudiña, A",12
32035,"Irixo, O",12
32038,Larouco,12
32039,Laza,12
32040,Leiro,12
32041,Lobeira,12
32042,Lobios,12
32043,Maceda,12
32044,Manzaneda,12
32045,Maside,12
32046,Melón,12
32047,"Merca, A",12
32048,"Mezquita, A",12
32049,Montederramo,12
32050,Monterrei,12
32051,Muíños,12
32052,Nogueira de Ramuín,12
32053,Oímbra,12
32054,Ourense,12
32055,Paderne de Allariz,12
32056,Padrenda,12
32057,Parada de Sil,12
32058,"Pereiro de Aguiar, O",12
32059,"Peroxa, A",12
32060,Petín,12
32061,Piñor,12
32063,"Pobra de Trives, A",12
32064,Pontedeva,12
32062,Porqueira,12
32065,Punxín,12
32066,Quintela de Leirado,12
32067,Rairiz de Veiga,12
32068,Ramirás,12
32069,Ribadavia,12
32071,Riós,12
32072,"Rúa, A",12
32073,Rubiá,12
32074,San Amaro,12
32075,San Cibrao das Viñas,12
32076,San Cristovo de Cea,12
32070,San Xoán de Río,12
32077,Sandiás,12
32078,Sarreaus,12
32079,Taboadela,12
32080,"Teixeira, A",12
32081,Toén,12
32082,Trasmiras,12
32083,"Veiga, A",12
32084,Verea,12
32085,Verín,12
32086,Viana do Bolo,12
32087,Vilamarín,12
32088,Vilamartín de Valdeorras,12
32089,Vilar de Barrio,12
32090,Vilar de Santos,12
32091,Vilardevós,12
32092,Vilariño de Conso,12
32032,Xinzo de Limia,12
32036,Xunqueira de Ambía,12
32037,Xunqueira de Espadanedo,12
33001,Allande,03
33002,Aller,03
33003,Amieva,03
33004,Avilés,03
33005,Belmonte de Miranda,03
33006,Bimenes,03
33007,Boal,03
33008,Cabrales,03
33009,Cabranes,03
33010,Candamo,03
33012,Cangas de Onís,03
33011,Cangas del Narcea,03
33013,Caravia,03
33014,Carreño,03
33015,Caso,03
33016,Castrillón,03
33017,Castropol,03
33018,Coaña,03
33019,Colunga,03
33020,Corvera de Asturias,03
33021,Cudillero,03
33022,Degaña,03
33023,"Franco, El",03
33024,Gijón,03
33025,Gozón,03
33026,Grado,03
33027,Grandas de Salime,03
33028,Ibias,03
33029,Illano,03
33030,Illas,03
33031,Langreo,03
33032,Laviana,03
33033,Lena,03
33035,Llanera,03
33036,Llanes,03
33037,Mieres,03
33038,Morcín,03
33039,Muros de Nalón,03
33040,Nava,03
33041,Navia,03
33042,Noreña,03
33043,Onís,03
33044,Oviedo,03
33045,Parres,03
33046,Peñamellera Alta,03
33047,Peñamellera Baja,03
33048,Pesoz,03
33049,Piloña,03
33050,Ponga,03
33051,Pravia,03
33052,Proaza,03
33053,Quirós,03
33054,"Regueras, Las",03
33055,Ribadedeva,03
33056,Ribadesella,03
33057,Ribera de Arriba,03
33058,Riosa,03
33059,Salas,03
33061,San Martín de Oscos,03
33060,San Martín del Rey Aurelio,03
33063,San Tirso de Abres,03
33062,Santa Eulalia de Oscos,03
33064,Santo Adriano,03
33065,Sariego,03
33066,Siero,03
33067,Sobrescobio,03
33068,Somiedo,03
33069,Soto del Barco,03
33070,Tapia de Casariego,03
33071,Taramundi,03
33072,Teverga,03
33073,Tineo,03
33034,Valdés,03
33074,Vegadeo,03
33075,Villanueva de Oscos,03
33076,Villaviciosa,03
33077,Villayón,03
33078,Yernes y Tameza,03
34001,Abarca de Campos,07
34003,Abia de las Torres,07
34004,Aguilar de Campoo,07
34005,Alar del Rey,07
34006,Alba de Cerrato,07
34009,Amayuelas de Arriba,07
34010,Ampudia,07
34011,Amusco,07
34012,Antigüedad,07
34015,Arconada,07
34017,Astudillo,07
34018,Autilla del Pino,07
34019,Autillo de Campos,07
34020,Ayuela,07
34022,Baltanás,07
34024,Baquerín de Campos,07
34025,Bárcena de Campos,07
34027,Barruelo de Santullán,07
34028,Báscones de Ojeda,07
34029,Becerril de Campos,07
34031,Belmonte de Campos,07
34032,Berzosilla,07
34033,Boada de Campos,07
34035,Boadilla de Rioseco,07
34034,Boadilla del Camino,07
34036,Brañosera,07
34037,Buenavista de Valdavia,07
34038,Bustillo de la Vega,07
34039,Bustillo del Páramo de Carrión,07
34041,Calahorra de Boedo,07
34042,Calzada de los Molinos,07
34045,Capillas,07
34046,Cardeñosa de Volpejera,07
34047,Carrión de los Condes,07
34048,Castil de Vela,07
34049,Castrejón de la Peña,07
34050,Castrillo de Don Juan,07
34051,Castrillo de Onielo,07
34052,Castrillo de Villavega,07
34053,Castromocho,07
34055,Cervatos de la Cueza,07
34056,Cervera de Pisuerga,07
34057,Cevico de la Torre,07
34058,Cevico Navero,07
34059,Cisneros,07
34060,Cobos de Cerrato,07
34061,Collazos de Boedo,07
34062,Congosto de Valdavia,07
34063,Cordovilla la Real,07
34066,Cubillas de Cerrato,07
34067,Dehesa de Montejo,07
34068,Dehesa de Romanos,07
34069,Dueñas,07
34070,Espinosa de Cerrato,07
34071,Espinosa de Villagonzalo,07
34072,Frechilla,07
34073,Fresno del Río,07
34074,Frómista,07
34076,Fuentes de Nava,07
34077,Fuentes de Valdepero,07
34079,Grijota,07
34080,Guardo,07
34081,Guaza de Campos,07
34082,Hérmedes de Cerrato,07
34083,Herrera de Pisuerga,07
34084,Herrera de Valdecañas,07
34086,Hontoria de Cerrato,07
34087,Hornillos de Cerrato,07
34088,Husillos,07
34089,Itero de la Vega,07
34091,Lagartos,07
34092,Lantadilla,07
34094,Ledigos,07
34903,Loma de Ucieza,07
34096,Lomas,07
34098,Magaz de Pisuerga,07
34099,Manquillos,07
34100,Mantinos,07
34101,Marcilla de Campos,07
34102,Mazariegos,07
34103,Mazuecos de Valdeginate,07
34104,Melgar de Yuso,07
34106,Meneses de Campos,07
34107,Micieces de Ojeda,07
34108,Monzón de Campos,07
34109,Moratinos,07
34110,Mudá,07
34112,Nogal de las Huertas,07
34113,Olea de Boedo,07
34114,Olmos de Ojeda,07
34116,Osornillo,07
34901,Osorno la Mayor,07
34120,Palencia,07
34121,Palenzuela,07
34122,Páramo de Boedo,07
34123,Paredes de Nava,07
34124,Payo de Ojeda,07
34125,Pedraza de Campos,07
34126,Pedrosa de la Vega,07
34127,Perales,07
34904,"Pernía, La",07
34129,Pino del Río,07
34130,Piña de Campos,07
34131,Población de Arroyo,07
34132,Población de Campos,07
34133,Población de Cerrato,07
34134,Polentinos,07
34135,Pomar de Valdivia,07
34136,Poza de la Vega,07
34137,Pozo de Urama,07
34139,Prádanos de Ojeda,07
34140,"Puebla de Valdavia, La",07
34141,Quintana del Puente,07
34143,Quintanilla de Onsoña,07
34146,Reinoso de Cerrato,07
34147,Renedo de la Vega,07
34149,Requena de Campos,07
34151,Respenda de la Peña,07
34152,Revenga de Campos,07
34154,Revilla de Collazos,07
34155,Ribas de Campos,07
34156,Riberos de la Cueza,07
34157,Saldaña,07
