ccaa_code,ccaa_name,año,nivel_formacion,media_total,nivel_formacion_code
10,Comunitat Valenciana,2016,Educación primaria,10.95,3.0
10,Comunitat Valenciana,2016,Educación superior,26.075,7.0
10,Comunitat Valenciana,2016,Estudios primarios incompletos,5.65,2.0
10,Comunitat Valenciana,2016,Primera etapa de Educación Secundaria y similar,33.85,
10,Comunitat Valenciana,2016,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.775,6.0
10,Comunitat Valenciana,2016,"Segunda etapa de educación secundaria, con orientación general",12.875,5.0
10,Comunitat Valenciana,2017,Analfabetos,1.775,1.0
10,Comunitat Valenciana,2017,Educación primaria,10.925,3.0
10,Comunitat Valenciana,2017,Educación superior,26.125,7.0
10,Comunitat Valenciana,2017,Estudios primarios incompletos,5.675,2.0
10,Comunitat Valenciana,2017,Primera etapa de Educación Secundaria y similar,33.175,
10,Comunitat Valenciana,2017,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.475,6.0
10,Comunitat Valenciana,2017,"Segunda etapa de educación secundaria, con orientación general",13.775,5.0
10,Comunitat Valenciana,2018,Analfabetos,1.65,1.0
10,Comunitat Valenciana,2018,Educación primaria,10.45,3.0
10,Comunitat Valenciana,2018,Educación superior,27.675,7.0
10,Comunitat Valenciana,2018,Estudios primarios incompletos,5.725,2.0
10,Comunitat Valenciana,2018,Primera etapa de Educación Secundaria y similar,32.375,
10,Comunitat Valenciana,2018,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.775,6.0
10,Comunitat Valenciana,2018,"Segunda etapa de educación secundaria, con orientación general",13.275,5.0
10,Comunitat Valenciana,2019,Analfabetos,1.425,1.0
10,Comunitat Valenciana,2019,Educación primaria,10.05,3.0
10,Comunitat Valenciana,2019,Educación superior,29.0,7.0
10,Comunitat Valenciana,2019,Estudios primarios incompletos,5.0,2.0
10,Comunitat Valenciana,2019,Primera etapa de Educación Secundaria y similar,32.425,
10,Comunitat Valenciana,2019,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.8,6.0
10,Comunitat Valenciana,2019,"Segunda etapa de educación secundaria, con orientación general",13.35,5.0
10,Comunitat Valenciana,2020,Analfabetos,1.325,1.0
10,Comunitat Valenciana,2020,Educación primaria,8.05,3.0
10,Comunitat Valenciana,2020,Educación superior,30.05,7.0
10,Comunitat Valenciana,2020,Estudios primarios incompletos,4.775,2.0
10,Comunitat Valenciana,2020,Primera etapa de Educación Secundaria y similar,32.4,
10,Comunitat Valenciana,2020,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),9.1,6.0
10,Comunitat Valenciana,2020,"Segunda etapa de educación secundaria, con orientación general",14.375,5.0
10,Comunitat Valenciana,2021,Analfabetos,1.375,1.0
10,Comunitat Valenciana,2021,Educación primaria,8.4,3.0
10,Comunitat Valenciana,2021,Educación superior,30.575,7.0
10,Comunitat Valenciana,2021,Estudios primarios incompletos,4.1,2.0
10,Comunitat Valenciana,2021,Primera etapa de Educación Secundaria y similar,32.35,
10,Comunitat Valenciana,2021,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),9.125,6.0
10,Comunitat Valenciana,2021,"Segunda etapa de educación secundaria, con orientación general",14.025,5.0
10,Comunitat Valenciana,2022,Analfabetos,1.4,1.0
10,Comunitat Valenciana,2022,Educación primaria,8.375,3.0
10,Comunitat Valenciana,2022,Educación superior,30.025,7.0
10,Comunitat Valenciana,2022,Estudios primarios incompletos,4.125,2.0
10,Comunitat Valenciana,2022,Primera etapa de Educación Secundaria y similar,34.474999999999994,
10,Comunitat Valenciana,2022,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),9.3,6.0
10,Comunitat Valenciana,2022,"Segunda etapa de educación secundaria, con orientación general",12.3,5.0
10,Comunitat Valenciana,2023,Analfabetos,1.225,1.0
10,Comunitat Valenciana,2023,Educación primaria,8.35,3.0
10,Comunitat Valenciana,2023,Educación superior,30.775,7.0
10,Comunitat Valenciana,2023,Estudios primarios incompletos,4.575,2.0
10,Comunitat Valenciana,2023,Primera etapa de Educación Secundaria y similar,33.55,
10,Comunitat Valenciana,2023,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),9.65,6.0
10,Comunitat Valenciana,2023,"Segunda etapa de educación secundaria, con orientación general",11.875,5.0
10,Comunitat Valenciana,2024,Analfabetos,1.225,1.0
10,Comunitat Valenciana,2024,Educación primaria,7.8,3.0
10,Comunitat Valenciana,2024,Educación superior,30.35,7.0
10,Comunitat Valenciana,2024,Estudios primarios incompletos,4.55,2.0
10,Comunitat Valenciana,2024,Primera etapa de Educación Secundaria y similar,33.25,
10,Comunitat Valenciana,2024,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),9.6,6.0
10,Comunitat Valenciana,2024,"Segunda etapa de educación secundaria, con orientación general",13.274999999999999,5.0
10,Comunitat Valenciana,2025,Analfabetos,1.1,1.0
10,Comunitat Valenciana,2025,Educación primaria,7.9,3.0
10,Comunitat Valenciana,2025,Educación superior,30.0,7.0
10,Comunitat Valenciana,2025,Estudios primarios incompletos,4.2,2.0
10,Comunitat Valenciana,2025,Primera etapa de Educación Secundaria y similar,34.8,
10,Comunitat Valenciana,2025,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),9.4,6.0
10,Comunitat Valenciana,2025,"Segunda etapa de educación secundaria, con orientación general",12.6,5.0
11,Extremadura,2014,Analfabetos,3.375,1.0
11,Extremadura,2014,Educación primaria,12.875,3.0
11,Extremadura,2014,Educación superior,20.15,7.0
11,Extremadura,2014,Estudios primarios incompletos,11.6,2.0
11,Extremadura,2014,Primera etapa de Educación Secundaria y similar,36.5,
11,Extremadura,2014,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),5.8,6.0
11,Extremadura,2014,"Segunda etapa de educación secundaria, con orientación general",9.65,5.0
11,Extremadura,2015,Analfabetos,2.9,1.0
11,Extremadura,2015,Educación primaria,13.725,3.0
11,Extremadura,2015,Educación superior,20.375,7.0
11,Extremadura,2015,Estudios primarios incompletos,10.7,2.0
11,Extremadura,2015,Primera etapa de Educación Secundaria y similar,36.525,
11,Extremadura,2015,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),6.1,6.0
11,Extremadura,2015,"Segunda etapa de educación secundaria, con orientación general",9.7,5.0
11,Extremadura,2016,Analfabetos,2.65,1.0
11,Extremadura,2016,Educación primaria,14.55,3.0
11,Extremadura,2016,Educación superior,19.275,7.0
11,Extremadura,2016,Estudios primarios incompletos,10.475,2.0
11,Extremadura,2016,Primera etapa de Educación Secundaria y similar,36.675,
11,Extremadura,2016,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),6.525,6.0
11,Extremadura,2016,"Segunda etapa de educación secundaria, con orientación general",9.825,5.0
11,Extremadura,2017,Analfabetos,2.9,1.0
11,Extremadura,2017,Educación primaria,12.075000000000001,3.0
11,Extremadura,2017,Educación superior,20.275,7.0
11,Extremadura,2017,Estudios primarios incompletos,10.75,2.0
11,Extremadura,2017,Primera etapa de Educación Secundaria y similar,37.5,
11,Extremadura,2017,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),6.325,6.0
11,Extremadura,2017,"Segunda etapa de educación secundaria, con orientación general",10.1,5.0
11,Extremadura,2018,Analfabetos,3.0,1.0
11,Extremadura,2018,Educación primaria,13.925,3.0
11,Extremadura,2018,Educación superior,20.5,7.0
11,Extremadura,2018,Estudios primarios incompletos,10.05,2.0
11,Extremadura,2018,Primera etapa de Educación Secundaria y similar,35.025,
11,Extremadura,2018,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.225,6.0
11,Extremadura,2018,"Segunda etapa de educación secundaria, con orientación general",10.350000000000001,5.0
11,Extremadura,2019,Analfabetos,3.2750000000000004,1.0
11,Extremadura,2019,Educación primaria,15.075,3.0
11,Extremadura,2019,Educación superior,20.575,7.0
11,Extremadura,2019,Estudios primarios incompletos,8.825,2.0
11,Extremadura,2019,Primera etapa de Educación Secundaria y similar,33.925,
11,Extremadura,2019,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.7,6.0
11,Extremadura,2019,"Segunda etapa de educación secundaria, con orientación general",10.6,5.0
11,Extremadura,2020,Analfabetos,2.9,1.0
11,Extremadura,2020,Educación primaria,14.275,3.0
11,Extremadura,2020,Educación superior,20.975,7.0
11,Extremadura,2020,Estudios primarios incompletos,8.075,2.0
11,Extremadura,2020,Primera etapa de Educación Secundaria y similar,34.1,
11,Extremadura,2020,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.399999999999999,6.0
11,Extremadura,2020,"Segunda etapa de educación secundaria, con orientación general",11.25,5.0
11,Extremadura,2021,Analfabetos,2.55,1.0
11,Extremadura,2021,Educación primaria,13.075,3.0
11,Extremadura,2021,Educación superior,22.8,7.0
11,Extremadura,2021,Estudios primarios incompletos,8.15,2.0
11,Extremadura,2021,Primera etapa de Educación Secundaria y similar,34.1,
11,Extremadura,2021,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.9750000000000005,6.0
11,Extremadura,2021,"Segunda etapa de educación secundaria, con orientación general",11.25,5.0
11,Extremadura,2022,Analfabetos,2.275,1.0
11,Extremadura,2022,Educación primaria,13.6,3.0
11,Extremadura,2022,Educación superior,24.35,7.0
11,Extremadura,2022,Estudios primarios incompletos,7.5,2.0
11,Extremadura,2022,Primera etapa de Educación Secundaria y similar,33.225,
11,Extremadura,2022,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.075,6.0
11,Extremadura,2022,"Segunda etapa de educación secundaria, con orientación general",11.025,5.0
11,Extremadura,2023,Analfabetos,2.1750000000000003,1.0
11,Extremadura,2023,Educación primaria,13.175,3.0
11,Extremadura,2023,Educación superior,26.15,7.0
11,Extremadura,2023,Estudios primarios incompletos,6.975,2.0
11,Extremadura,2023,Primera etapa de Educación Secundaria y similar,32.1,
11,Extremadura,2023,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.25,6.0
11,Extremadura,2023,"Segunda etapa de educación secundaria, con orientación general",11.175,5.0
11,Extremadura,2024,Analfabetos,2.325,1.0
11,Extremadura,2024,Educación primaria,12.65,3.0
11,Extremadura,2024,Educación superior,26.925,7.0
11,Extremadura,2024,Estudios primarios incompletos,6.975,2.0
11,Extremadura,2024,Primera etapa de Educación Secundaria y similar,32.325,
11,Extremadura,2024,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.25,6.0
11,Extremadura,2024,"Segunda etapa de educación secundaria, con orientación general",11.55,5.0
11,Extremadura,2025,Analfabetos,2.3,1.0
11,Extremadura,2025,Educación primaria,12.7,3.0
11,Extremadura,2025,Educación superior,25.5,7.0
11,Extremadura,2025,Estudios primarios incompletos,7.2,2.0
11,Extremadura,2025,Primera etapa de Educación Secundaria y similar,33.6,
11,Extremadura,2025,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.2,6.0
11,Extremadura,2025,"Segunda etapa de educación secundaria, con orientación general",11.5,5.0
12,Galicia,2014,Analfabetos,1.35,1.0
12,Galicia,2014,Educación primaria,19.6,3.0
12,Galicia,2014,Educación superior,24.8,7.0
12,Galicia,2014,Estudios primarios incompletos,6.8,2.0
12,Galicia,2014,Primera etapa de Educación Secundaria y similar,30.2,
12,Galicia,2014,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),6.6,6.0
12,Galicia,2014,"Segunda etapa de educación secundaria, con orientación general",10.6,5.0
12,Galicia,2015,Analfabetos,1.275,1.0
12,Galicia,2015,Educación primaria,18.225,3.0
12,Galicia,2015,Educación superior,25.975,7.0
12,Galicia,2015,Estudios primarios incompletos,7.3,2.0
12,Galicia,2015,Primera etapa de Educación Secundaria y similar,29.5,
12,Galicia,2015,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),6.75,6.0
12,Galicia,2015,"Segunda etapa de educación secundaria, con orientación general",11.025,5.0
12,Galicia,2016,Analfabetos,1.175,1.0
12,Galicia,2016,Educación primaria,16.625,3.0
12,Galicia,2016,Educación superior,26.6,7.0
12,Galicia,2016,Estudios primarios incompletos,7.4,2.0
12,Galicia,2016,Primera etapa de Educación Secundaria y similar,30.175,
12,Galicia,2016,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.125,6.0
12,Galicia,2016,"Segunda etapa de educación secundaria, con orientación general",10.875,5.0
12,Galicia,2017,Analfabetos,1.175,1.0
12,Galicia,2017,Educación primaria,16.3,3.0
12,Galicia,2017,Educación superior,26.85,7.0
12,Galicia,2017,Estudios primarios incompletos,7.6,2.0
12,Galicia,2017,Primera etapa de Educación Secundaria y similar,29.975,
12,Galicia,2017,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.225,6.0
12,Galicia,2017,"Segunda etapa de educación secundaria, con orientación general",10.8,5.0
12,Galicia,2018,Analfabetos,1.15,1.0
12,Galicia,2018,Educación primaria,15.45,3.0
12,Galicia,2018,Educación superior,27.0,7.0
12,Galicia,2018,Estudios primarios incompletos,7.275,2.0
12,Galicia,2018,Primera etapa de Educación Secundaria y similar,30.174999999999997,
12,Galicia,2018,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.35,6.0
12,Galicia,2018,"Segunda etapa de educación secundaria, con orientación general",11.65,5.0
12,Galicia,2019,Analfabetos,1.0750000000000002,1.0
12,Galicia,2019,Educación primaria,13.95,3.0
12,Galicia,2019,Educación superior,27.9,7.0
12,Galicia,2019,Estudios primarios incompletos,5.75,2.0
12,Galicia,2019,Primera etapa de Educación Secundaria y similar,31.575,
12,Galicia,2019,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.725,6.0
12,Galicia,2019,"Segunda etapa de educación secundaria, con orientación general",11.975,5.0
12,Galicia,2020,Analfabetos,0.95,1.0
12,Galicia,2020,Educación primaria,11.45,3.0
12,Galicia,2020,Educación superior,29.7,7.0
12,Galicia,2020,Estudios primarios incompletos,4.875,2.0
12,Galicia,2020,Primera etapa de Educación Secundaria y similar,33.15,
12,Galicia,2020,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.575,6.0
12,Galicia,2020,"Segunda etapa de educación secundaria, con orientación general",12.3,5.0
12,Galicia,2021,Analfabetos,0.8,1.0
12,Galicia,2021,Educación primaria,10.6,3.0
12,Galicia,2021,Educación superior,30.425,7.0
12,Galicia,2021,Estudios primarios incompletos,4.85,2.0
12,Galicia,2021,Primera etapa de Educación Secundaria y similar,33.5,
12,Galicia,2021,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.6,6.0
12,Galicia,2021,"Segunda etapa de educación secundaria, con orientación general",12.25,5.0
12,Galicia,2022,Analfabetos,0.95,1.0
12,Galicia,2022,Educación primaria,9.4,3.0
12,Galicia,2022,Educación superior,30.975,7.0
12,Galicia,2022,Estudios primarios incompletos,4.55,2.0
12,Galicia,2022,Primera etapa de Educación Secundaria y similar,34.225,
12,Galicia,2022,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.8,6.0
12,Galicia,2022,"Segunda etapa de educación secundaria, con orientación general",12.075,5.0
12,Galicia,2023,Analfabetos,0.9,1.0
12,Galicia,2023,Educación primaria,10.575000000000001,3.0
12,Galicia,2023,Educación superior,30.525,7.0
12,Galicia,2023,Estudios primarios incompletos,3.575,2.0
12,Galicia,2023,Primera etapa de Educación Secundaria y similar,33.525,
12,Galicia,2023,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.25,6.0
12,Galicia,2023,"Segunda etapa de educación secundaria, con orientación general",12.625,5.0
12,Galicia,2024,Analfabetos,0.775,1.0
12,Galicia,2024,Educación primaria,10.95,3.0
12,Galicia,2024,Educación superior,30.95,7.0
12,Galicia,2024,Estudios primarios incompletos,3.3,2.0
12,Galicia,2024,Primera etapa de Educación Secundaria y similar,33.0,
12,Galicia,2024,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.85,6.0
12,Galicia,2024,"Segunda etapa de educación secundaria, con orientación general",12.2,5.0
12,Galicia,2025,Analfabetos,0.8,1.0
12,Galicia,2025,Educación primaria,10.8,3.0
12,Galicia,2025,Educación superior,31.4,7.0
12,Galicia,2025,Estudios primarios incompletos,3.3,2.0
12,Galicia,2025,Primera etapa de Educación Secundaria y similar,32.8,
12,Galicia,2025,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),9.1,6.0
12,Galicia,2025,"Segunda etapa de educación secundaria, con orientación general",11.8,5.0
13,"Madrid, Comunidad de",2014,Analfabetos,0.8,1.0
13,"Madrid, Comunidad de",2014,Educación primaria,10.725,3.0
13,"Madrid, Comunidad de",2014,Educación superior,38.475,7.0
13,"Madrid, Comunidad de",2014,Estudios primarios incompletos,4.925,2.0
13,"Madrid, Comunidad de",2014,Primera etapa de Educación Secundaria y similar,21.700000000000003,
13,"Madrid, Comunidad de",2014,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),5.15,6.0
13,"Madrid, Comunidad de",2014,"Segunda etapa de educación secundaria, con orientación general",18.25,5.0
13,"Madrid, Comunidad de",2015,Analfabetos,0.775,1.0
13,"Madrid, Comunidad de",2015,Educación primaria,10.775,3.0
13,"Madrid, Comunidad de",2015,Educación superior,37.9,7.0
13,"Madrid, Comunidad de",2015,Estudios primarios incompletos,4.95,2.0
13,"Madrid, Comunidad de",2015,Primera etapa de Educación Secundaria y similar,22.0,
13,"Madrid, Comunidad de",2015,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),5.4,6.0
13,"Madrid, Comunidad de",2015,"Segunda etapa de educación secundaria, con orientación general",18.275,5.0
13,"Madrid, Comunidad de",2016,Analfabetos,0.825,1.0
13,"Madrid, Comunidad de",2016,Educación primaria,11.375,3.0
13,"Madrid, Comunidad de",2016,Educación superior,37.675,7.0
13,"Madrid, Comunidad de",2016,Estudios primarios incompletos,4.175,2.0
13,"Madrid, Comunidad de",2016,Primera etapa de Educación Secundaria y similar,22.424999999999997,
13,"Madrid, Comunidad de",2016,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),4.975,6.0
13,"Madrid, Comunidad de",2016,"Segunda etapa de educación secundaria, con orientación general",18.575,5.0
13,"Madrid, Comunidad de",2017,Analfabetos,0.875,1.0
13,"Madrid, Comunidad de",2017,Educación primaria,10.425,3.0
13,"Madrid, Comunidad de",2017,Educación superior,38.0,7.0
13,"Madrid, Comunidad de",2017,Estudios primarios incompletos,3.425,2.0
13,"Madrid, Comunidad de",2017,Primera etapa de Educación Secundaria y similar,22.55,
13,"Madrid, Comunidad de",2017,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),5.65,6.0
13,"Madrid, Comunidad de",2017,"Segunda etapa de educación secundaria, con orientación general",19.05,5.0
13,"Madrid, Comunidad de",2018,Analfabetos,0.775,1.0
13,"Madrid, Comunidad de",2018,Educación primaria,10.425,3.0
13,"Madrid, Comunidad de",2018,Educación superior,38.15,7.0
13,"Madrid, Comunidad de",2018,Estudios primarios incompletos,3.3,2.0
13,"Madrid, Comunidad de",2018,Primera etapa de Educación Secundaria y similar,22.95,
13,"Madrid, Comunidad de",2018,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),5.875,6.0
13,"Madrid, Comunidad de",2018,"Segunda etapa de educación secundaria, con orientación general",18.475,5.0
13,"Madrid, Comunidad de",2019,Analfabetos,0.6499999999999999,1.0
13,"Madrid, Comunidad de",2019,Educación primaria,9.850000000000001,3.0
13,"Madrid, Comunidad de",2019,Educación superior,39.650000000000006,7.0
13,"Madrid, Comunidad de",2019,Estudios primarios incompletos,3.2,2.0
13,"Madrid, Comunidad de",2019,Primera etapa de Educación Secundaria y similar,21.85,
13,"Madrid, Comunidad de",2019,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),5.675,6.0
13,"Madrid, Comunidad de",2019,"Segunda etapa de educación secundaria, con orientación general",19.125,5.0
13,"Madrid, Comunidad de",2020,Analfabetos,0.7,1.0
13,"Madrid, Comunidad de",2020,Educación primaria,9.2,3.0
13,"Madrid, Comunidad de",2020,Educación superior,40.475,7.0
13,"Madrid, Comunidad de",2020,Estudios primarios incompletos,2.8,2.0
13,"Madrid, Comunidad de",2020,Primera etapa de Educación Secundaria y similar,21.4,
13,"Madrid, Comunidad de",2020,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),5.975,6.0
13,"Madrid, Comunidad de",2020,"Segunda etapa de educación secundaria, con orientación general",19.425,5.0
13,"Madrid, Comunidad de",2021,Analfabetos,0.7,1.0
13,"Madrid, Comunidad de",2021,Educación primaria,8.9,3.0
13,"Madrid, Comunidad de",2021,Educación superior,40.75,7.0
13,"Madrid, Comunidad de",2021,Estudios primarios incompletos,2.75,2.0
13,"Madrid, Comunidad de",2021,Primera etapa de Educación Secundaria y similar,21.825,
13,"Madrid, Comunidad de",2021,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),5.975,6.0
13,"Madrid, Comunidad de",2021,"Segunda etapa de educación secundaria, con orientación general",19.125,5.0
13,"Madrid, Comunidad de",2022,Analfabetos,0.55,1.0
13,"Madrid, Comunidad de",2022,Educación primaria,9.7,3.0
13,"Madrid, Comunidad de",2022,Educación superior,40.75,7.0
13,"Madrid, Comunidad de",2022,Estudios primarios incompletos,2.225,2.0
13,"Madrid, Comunidad de",2022,Primera etapa de Educación Secundaria y similar,21.25,
13,"Madrid, Comunidad de",2022,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),6.0,6.0
13,"Madrid, Comunidad de",2022,"Segunda etapa de educación secundaria, con orientación general",19.6,5.0
13,"Madrid, Comunidad de",2023,Analfabetos,0.55,1.0
13,"Madrid, Comunidad de",2023,Educación primaria,10.525,3.0
13,"Madrid, Comunidad de",2023,Educación superior,40.625,7.0
13,"Madrid, Comunidad de",2023,Estudios primarios incompletos,2.2,2.0
13,"Madrid, Comunidad de",2023,Primera etapa de Educación Secundaria y similar,21.55,
13,"Madrid, Comunidad de",2023,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),6.325,6.0
13,"Madrid, Comunidad de",2023,"Segunda etapa de educación secundaria, con orientación general",18.175,5.0
13,"Madrid, Comunidad de",2024,Analfabetos,0.6499999999999999,1.0
13,"Madrid, Comunidad de",2024,Educación primaria,10.225,3.0
13,"Madrid, Comunidad de",2024,Educación superior,41.2,7.0
13,"Madrid, Comunidad de",2024,Estudios primarios incompletos,1.9,2.0
13,"Madrid, Comunidad de",2024,Primera etapa de Educación Secundaria y similar,21.275,
13,"Madrid, Comunidad de",2024,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),6.425,6.0
13,"Madrid, Comunidad de",2024,"Segunda etapa de educación secundaria, con orientación general",18.35,5.0
13,"Madrid, Comunidad de",2025,Analfabetos,0.6,1.0
13,"Madrid, Comunidad de",2025,Educación primaria,10.0,3.0
13,"Madrid, Comunidad de",2025,Educación superior,40.9,7.0
13,"Madrid, Comunidad de",2025,Estudios primarios incompletos,2.0,2.0
13,"Madrid, Comunidad de",2025,Primera etapa de Educación Secundaria y similar,21.1,
13,"Madrid, Comunidad de",2025,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),6.8,6.0
13,"Madrid, Comunidad de",2025,"Segunda etapa de educación secundaria, con orientación general",18.6,5.0
14,"Murcia, Región de",2014,Analfabetos,3.725,1.0
14,"Murcia, Región de",2014,Educación primaria,14.5,3.0
14,"Murcia, Región de",2014,Educación superior,21.65,7.0
14,"Murcia, Región de",2014,Estudios primarios incompletos,8.649999999999999,2.0
14,"Murcia, Región de",2014,Primera etapa de Educación Secundaria y similar,30.8,
14,"Murcia, Región de",2014,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.225,6.0
14,"Murcia, Región de",2014,"Segunda etapa de educación secundaria, con orientación general",12.475,5.0
14,"Murcia, Región de",2015,Analfabetos,3.75,1.0
14,"Murcia, Región de",2015,Educación primaria,13.375,3.0
14,"Murcia, Región de",2015,Educación superior,22.175,7.0
14,"Murcia, Región de",2015,Estudios primarios incompletos,9.0,2.0
14,"Murcia, Región de",2015,Primera etapa de Educación Secundaria y similar,31.025,
14,"Murcia, Región de",2015,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.075,6.0
14,"Murcia, Región de",2015,"Segunda etapa de educación secundaria, con orientación general",12.575,5.0
14,"Murcia, Región de",2016,Analfabetos,3.5500000000000003,1.0
14,"Murcia, Región de",2016,Educación primaria,13.225,3.0
14,"Murcia, Región de",2016,Educación superior,22.65,7.0
14,"Murcia, Región de",2016,Estudios primarios incompletos,8.375,2.0
14,"Murcia, Región de",2016,Primera etapa de Educación Secundaria y similar,31.575000000000003,
14,"Murcia, Región de",2016,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.3,6.0
14,"Murcia, Región de",2016,"Segunda etapa de educación secundaria, con orientación general",12.225,5.0
14,"Murcia, Región de",2017,Analfabetos,3.0,1.0
14,"Murcia, Región de",2017,Educación primaria,12.175,3.0
14,"Murcia, Región de",2017,Educación superior,23.675,7.0
14,"Murcia, Región de",2017,Estudios primarios incompletos,7.525,2.0
14,"Murcia, Región de",2017,Primera etapa de Educación Secundaria y similar,32.5,
14,"Murcia, Región de",2017,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.1,6.0
14,"Murcia, Región de",2017,"Segunda etapa de educación secundaria, con orientación general",13.0,5.0
14,"Murcia, Región de",2018,Analfabetos,2.825,1.0
14,"Murcia, Región de",2018,Educación primaria,10.275,3.0
14,"Murcia, Región de",2018,Educación superior,25.075,7.0
14,"Murcia, Región de",2018,Estudios primarios incompletos,7.15,2.0
14,"Murcia, Región de",2018,Primera etapa de Educación Secundaria y similar,33.525,
14,"Murcia, Región de",2018,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.225,6.0
14,"Murcia, Región de",2018,"Segunda etapa de educación secundaria, con orientación general",12.925,5.0
14,"Murcia, Región de",2019,Analfabetos,3.25,1.0
14,"Murcia, Región de",2019,Educación primaria,10.2,3.0
14,"Murcia, Región de",2019,Educación superior,25.425,7.0
14,"Murcia, Región de",2019,Estudios primarios incompletos,6.35,2.0
14,"Murcia, Región de",2019,Primera etapa de Educación Secundaria y similar,34.025000000000006,
14,"Murcia, Región de",2019,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.525,6.0
14,"Murcia, Región de",2019,"Segunda etapa de educación secundaria, con orientación general",12.2,5.0
14,"Murcia, Región de",2020,Analfabetos,2.55,1.0
14,"Murcia, Región de",2020,Educación primaria,9.925,3.0
14,"Murcia, Región de",2020,Educación superior,26.625,7.0
14,"Murcia, Región de",2020,Estudios primarios incompletos,6.25,2.0
14,"Murcia, Región de",2020,Primera etapa de Educación Secundaria y similar,33.25,
14,"Murcia, Región de",2020,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.625,6.0
14,"Murcia, Región de",2020,"Segunda etapa de educación secundaria, con orientación general",12.8,5.0
14,"Murcia, Región de",2021,Analfabetos,2.525,1.0
14,"Murcia, Región de",2021,Educación primaria,9.075,3.0
14,"Murcia, Región de",2021,Educación superior,27.25,7.0
14,"Murcia, Región de",2021,Estudios primarios incompletos,5.8,2.0
